,issuekey,title,description,storypoint
41,TISTUD-127,Hook up language modules to be exported in timanifest file during Desktop packaging,hook language file code dealing ti dev since anything need implement keeping track,1
42,TISTUD-130,Enter/Return doesn't being Login on login splash screen,enter return login login splash screen first start ti studio login screen hit return nothing invoke login button,1
43,TISTUD-131,"Change ""username"" label to ""email address"" in splash screen login",change label address splash screen login label leading believe always looking user address used register,1
44,TISTUD-136,"Add user-agent icons for iPhone, iPad, Android",nan,1
45,TISTUD-138,Add Portal Dispatcher to Launch Specific Wizard,add portal dispatcher launch specific wizard could done link suggestion allow user pas specific id e titanium import wizard,1
46,TISTUD-139,Add Portal Dispatcher to Run Specific Command,add portal dispatcher run specific command add way link trigger specific command studio e titanium ide update command,1
47,TISTUD-140,Add Portal Dispatcher to Open Specific View,add portal dispatcher open specific view add way link open specific view user interface passing view id explorer view,1
48,TISTUD-141,"Add Portal ""Recently Opened Files"" Feature",add portal recently feature assuming portal communicate get list recently eclipse since eclipse list return array link developer could turn link portal page,1
49,TISTUD-143,Fix error message when user cannot login due network issues,fix error message user cannot login due network user always incorrect login password message,1
50,TISTUD-144,Fix error message when user cannot login due network issues,fix error message user cannot login due network user always incorrect login password message,1
51,TISTUD-166,Desktop Package/Distribute Wizard UI is ugly and has wrapping issues,package distribute wizard ugly wrapping wizard mimic titanium developer trouble getting look pretty nice job fixing nasty work maybe take look,1
52,TISTUD-167,Add links to Mobile preference screen to direct user where to download Android SDK,add link mobile preference screen direct user android indicate find let add link user already,1
53,TISTUD-174,Login between Screens,login two login form ist displayed attached,1
54,TISTUD-176,Update the verified publisher in Windows installer to Appcelerator ,update publisher installer currently hovering installer image would already correct format,8
55,TISTUD-178,Auto-wire up CA in Titanium projects,auto wire ca titanium user drop file titanium project get ca,1
56,TISTUD-184,Add command to install beta releases of Mobile/Desktop SDKs based on URL,add command install beta mobile based need command probably help install beta titanium mobile via specific something like found index need able recognize difference,1
57,TISTUD-195,Update Samples view to include some sort of descriptive text and platform specifications,update view include sort descriptive text platform looking view extra description sample question allow sample tagged variety text could use filtering,1
58,TISTUD-200,Tiapp: surface errors/warnings in Overview Editor to Problem view and as project file decorators,surface overview editor problem view project file reproduce create new project import project open actual user need resolve see indication file open indicate user error project import,20
59,TISTUD-201,Allow importing of existing projects without user modifications,allow without user ideal world user would project brought sure thats possible goal log,1
60,TISTUD-204,Save parameters in Android Distribute dialog for later reuse,save android distribute later reuse currently user android distribute would convenient save reuse,1
61,TISTUD-209,Running project on iOS device gives an itunes error,running project device error reproduce create new project run device see console actual library application support titanium execution error got error continue update error,1
62,TISTUD-212,Add deploy-targets validation when importing existing Mobile project,add deploy validation mobile project previously titanium mobile project deploy set project may compatible environment various like missing unsupported operating system import project wizard display user project perhaps offer fix missing,1
63,TISTUD-213,Disable or hide any deploy-targets that are not available in the project's resources directory,disable hide deploy available project directory currently deploy project support directory new set avoid user confusion probably hide gray problem,1
64,TISTUD-215,App Explorer view should transition to the Debug perspective,explorer view transition perspective user session perspective eclipse button left application still perspective user experience somewhat inconsistent presumably button inside explorer titanium perspective explorer exist give interface user,1
65,TISTUD-216,Remember last folder imported project from,remember last folder project would great project last folder finder explorer starting like eclipse imagine people tuck ti away special folder default last project folder one step away folder,1
66,TISTUD-232,Update JSCA top-level metadata for better version tracking,update top level better version following schema model add name description top level object version number string schema also require code update model,13
67,TISTUD-234,Must be able to set your own Default Project Location,must able set default project location know path development often many ti studio need ability change default location whatever end developer,1
68,TISTUD-253,Show progress when importing sample project,show progress sample project git clone kitchen sink around progress stuck somewhat since know whether something went wrong taking type progress indicator would nice,1
69,TISTUD-255,Ability to check the build number for tiDesktop and tiMobile SDK in the about page,ability check build number page ability check build number running information written text file version folder,1
70,TISTUD-260,"Once a user has updated the SDK manually, alert the user that installation has completed successfully",user manually alert user installation successfully help install titanium user install however installation pop toast indicate installation process,1
71,TISTUD-267,Re-arrange Help menu options,arrange help menu see attached image suggest following titanium studio check titanium install titanium,1
72,TISTUD-268,Add templates to Titanium project creation,add titanium project creation similar web work titanium ruble project creation run copy template one titanium ruble moment necessary create two somehow indicate apply mobile,1
73,TISTUD-273,Allow selection by CamelCase,allow selection another name eclipse based ide feature select based instead word handy example code like o x put cursor row hold option shift hit left arrow would highlight row instead huge timesaver see everyone would like want option,8
74,TISTUD-280,Add domain and login to cloud app wizard,nan,1
75,TISTUD-285,Remove auto-setting of workspace directory in Titanium Studio,remove auto setting directory titanium studio instead let user pick default first launch,1
76,TISTUD-288,Notify user when mobile project creation fails,notify user mobile project creation ordinarily allow user get far process somehow manage get alert user error,1
77,TISTUD-525,Replace colons in project names with underscore characters,replace project underscore tried mobile project developer colon name got following console create project colon name reproduce instead replace colon underscore panel p title one moment title simulator title title command bin simulator title one moment building title copy name lite name lite build title name lite name lite build title name lite index name lite build index title name lite index name lite build index title name lite index name lite build index title name lite name lite build title name lite index name lite build index title name lite index name lite build index title name lite index name lite build index title name lite name lite build title name lite index name lite build index title name lite index name lite build index title name lite index name lite build index title name lite name lite build title name lite index name lite build index title name lite index name lite build index title name lite index name lite build index title name lite android name lite build android title name lite android default name lite build android default title name lite android name lite build android title name lite android default name lite build android default title name lite android name lite build android title name lite android default name lite build android default title name lite android name lite build android title name lite android default name lite build android default title name lite name lite build title name lite name lite build title name lite default name lite build default title name lite name lite build title name lite name lite build title name lite default name lite build default title name lite name lite build title name lite name lite build title name lite default name lite build default title name lite name lite build title name lite name lite build title name lite default name lite build default title copy name lite name lite build title name lite name lite build title name lite name lite build title name lite default name lite build default title name lite name lite build title name lite name lite build title name lite default name lite build default title name lite name lite build title name lite name lite build title name lite default name lite build default title name lite name lite build title name lite name lite build title name lite default name lite build default title module library dependency titanium title module library dependency titanium title module library dependency titanium network title module library dependency titanium platform title module library dependency titanium analytics title module library dependency titanium medium title module library dependency titanium gesture title module library dependency titanium title build title compiler toggle output title command configuration name lite build strong log strong id strong development recent call last file library application support titanium builder line main file library application support titanium builder line main strong log strong id strong development file library application support titanium run line run se pipe pipe communicate file system library python framework line communicate return self em communicate input file system library python framework line em communicate select select p div panel,5
78,TISTUD-297,Ability to hide hidden files from App Explorer View,ability hide hidden explorer view external visible also directory eclipse hidden think,1
79,TISTUD-298,Android: Fastdev Server Support,android server support recently new feature android project folder directly running server long running several currently spawning builder work command line eclipse still application installer script running guessing actually solution would probably ide run directly already running syntax starting stopping server pretty straight forward android start path project android stop path project check server running looking lock file path project lock,1
80,TISTUD-300,Allow for override of Titanium SDK update check URL,allow override titanium update check currently check net p release list allow user specify new location check suggest preference titanium page allow user plug new,1
81,TISTUD-302,Build error when using external module,build error external module try include external module module tree compile run simulator get following error error error recent call last file library application support titanium builder line main development false file library application support titanium builder line output run run false false file library application support titanium run line run exit code correctly titanium developer version,1
82,TISTUD-310,Add ability to run a project without importing it first,add ability run project without first like able run project simulator emulator least without import project would especially useful learning training environment working many different would helpful try code like would give need,1
83,TISTUD-317,Confirm BlackBerry Tooling can install on top of Titanium Studio,confirm blackberry tooling install top titanium studio confirm blackberry tooling top titanium studio na blackberry cannot need figure make titanium studio order able work turn whole bunch like editor may want consider wish blackberry development install eclipse use,1
84,TISTUD-318,Add BlackBerry option to Titanium Mobile New Project Wizard,add blackberry option titanium mobile new project wizard similar android create new project wizard deployment section user must blackberry version blackberry blackberry work option would,1
85,TISTUD-319,"Add BlackBerry ""Run on Emulator""",add blackberry run emulator running blackberry emulator similar running android emulator option play menu explorer project explorer automatically blackberry deploy target following need exist launch configuration simulator simulator run application selected simulator default touch interface easiest drive mouse keyboard filter amount log output developer window based level selected default trace blackberry normally low need go trace lot simulator useful normal launch button click button launch selected blackberry simulator clear clear next simulator launch receive stop simulator click next launch one emulator suggest showing pop may future user start locate application section main blackberry menu blackberry key simulator folder application,1
86,TISTUD-320,"Make ""Run on Device"" iOS dialog prettier",make run device least padding around individual would good though perhaps indicate state might look good,1
87,TISTUD-321,Add options to configure BlackBerry signing keys in Preferences,add configure blackberry suggest information titanium preference page user need configure send text rim sent device must user private key get link blackberry remember pin need first time generate private key sign application form field blackberry key directory user browse folder disk three unsure need text box add help link titanium studio additional install shown developer doc blackberry getting beta preview,1
88,TISTUD-322,Add option to configure BlackBerry SDK in preferences,add option configure blackberry similar android blackberry need point version blackberry default titanium studio fill value however user option configure value something default e different version eclipse might necessary blackberry require bit user might eclipse bit,1
89,TISTUD-323,"Add BlackBerry ""Install To Device""",add blackberry install device check see user three blackberry direct preference page set private key yet appear ask create private key user private key wizard may ask device may need prompt user emulation one emulator suggest showing pop may future user start locate application section main blackberry menu blackberry key device folder application,1
90,TISTUD-324,"Add BlackBerry ""Package for Distribution"" wizard",add blackberry package distribution wizard similar android appear button explorer project explorer check exist blackberry user direct preference page set save location final file via browse button run builder script appropriate complete process,1
91,TISTUD-325,Create Blackberry icon for run/deploy/packaging,create blackberry icon run deploy similar android little icon x display various run deploy,1
92,TISTUD-327,Add BlackBerry Debug on Emulator,add blackberry emulator similar android support add option launch device see run emulator relevant device configuration ticket run studio actual work would handled blackberry team,1
93,TISTUD-335,"Command + Click method, var, etc. jump to source",command click method jump source eclipse based ide command click method property jump source source another file open file go source actually work right context would wonderful,1
94,TISTUD-336,Outline window doesn't always show javascript object outlines for self-invoking functions,outline window always show object self self sometimes outline view show break inside good example code test function test return test function test test function blah test return blah return function test test function blah test return blah return code,8
95,TISTUD-339,Enable importing breakpoint files,enable click view perspective tab right click import actual result nothing result allow user import,1
96,TISTUD-346,Titanium Studio downloads SDK updates again after workspace switch,titanium studio switch switch lengthy annoying task,1
97,TISTUD-348,Add pings to HTML5 events,add send analytic project creation launch simulator,1
98,TISTUD-355,Loading bar displaces Login / Cancel buttons and Email / Password fields,loading bar login cancel button password login loading bar button password,5
99,TISTUD-357,Splash screen jumps,splash screen first boot titanium studio introductory splash screen screen loading bar location screen couple transition first second,5
100,TISTUD-358,Code-assist icons should not be IE and Firefox on mobile projects (or at all),code assist ie mobile code assist show active order inform developer property function specific browser useful web added value mobile however android ugly way must preference window see default setting android mobile,1
101,TISTUD-373,Label adjustment for deploy targets in new mobile project wizard,label adjustment deploy new mobile project wizard sure deployment label centered vertically deploy first item look like associated previous item see attached older show deploy running horizontally supposed vertical would justify label top instead centering,1
102,TISTUD-380,"Request for ""Install Titanium SDK from URL"" to install Continuous Builds under directories reflecting their dates, to distinguish them from major releases in the TiApp editor",request install titanium install continuous reflecting distinguish major editor testing continuous useful able easily differentiate day release also official currently however one version exist one time install titanium feature extract directory manually suggestion append date end version number likely simply naming directory reflect format thus package mobile zip would shown editor add weight argument feature also agreed would extremely useful,1
103,TISTUD-383,Help menu not showing in Ubuntu 11.04,help menu showing window menu available help menu showing impossible update,8
104,TISTUD-415,App ID with dash/hyphen - Malformed App Id error,id dash hyphen malformed id error try create new project id dash character like net example project titanium studio error color red malformed id example color dash character id work also previous titanium developer apple big show stopper able import old dash id,3
105,TISTUD-400,"Color code console output for Ti.API.info, debug, warn and console filtering",color code console output ti warn console filtering titanium developer console output color warn logging handy see also filter logging want see warn,1
106,TISTUD-406,Use mobile project's active SDK api.jsca file,use mobile project active file titanium mobile project copy file used project file exist fall back also version file update necessary file saved,1
107,TISTUD-407,"Confirm TiStudio default update set is set to ""stable"" not ""beta""",nan,1
108,TISTUD-421,Hide user email address at bottom right hand corner of IDE,hide user address bottom right hand corner ide note today currently user address bottom right hand corner ide may good wishing publish public training address everyone consider either display name may desirable link video identity possibly useful later developer go live logged logged message indicator,1
109,TISTUD-428,Allow a ruble to contribute the image for a template,allow ruble contribute image template allow ruble image template see attached picture,1
110,TISTUD-434,Support specifying the density of the emulator,support density emulator feature support abstracted density android virtual device configuration titanium studio also add field titanium preference page support default value right screen log level additional field would easier test multiple associated ticket c,13
111,TISTUD-448,Allow users to add new platform targets after project creation ,allow add new platform project creation description testing studio noted new deployment could added project example project android deployment possible manually edit set true run simulator test able launch project simulator reproduce create new titanium mobile project studio select android deployment target project open note android available select open pure tab set deploy target true result project simulator device launch quit icon either ability add remove project creation ability add default structure project creation solution user platform option call platform script initialize new platform would likely add another build folder copy several specific location update reference new platform validate project per would new project wizard suggest platform support user remove platform support project try uncheck box,13
112,TISTUD-454,We want interface Builder integrated with the Titanium studio next release.,want interface builder titanium studio next release want interface builder titanium studio next release,1
113,TISTUD-474,Add unit tests for TiAppModel and TiManifestModel,add unit add unit class,1
114,TISTUD-475,Add unit tests for TiAppModelUtil,nan,1
115,TISTUD-476,Add unit tests for TitaniumUpdaterUtil,nan,1
116,TISTUD-477,Add unit tests for MobileUsageUtil,nan,1
117,TISTUD-478,Add unit tests for DesktopUsageUtil,nan,1
118,TISTUD-479,"Add unit tests for SDKLocator, SDKManager, SDKEntity classes",nan,1
119,TISTUD-480,Add unit tests for login/logout logic,add unit login logic might also test studio e,1
120,TISTUD-481,"Rename ""*Utils"" classes to ""*Util""",rename class order consistent across rename class drop e,1
121,TISTUD-483,"Linux: Adding new expresssions name is not readable, the background and text color is too similar",new name readable background text color similar reproduce create new application go pane add new type anything name actual result text color background color similar hard read result readable note duplicate bug ti stud win platform,8
122,TISTUD-486,Cannot right-click on a folder in project explorer,cannot right click folder project explorer reproduce launch ti studio select project explorer tab click triangle expand project right click folder actual result nothing result display context menu note area item selectable two expanded project context menu,8
123,TISTUD-492,Create feature and builder for TiStudio unit tests,nan,1
124,TISTUD-499,Increment Titanium Studio Master version # to 1.0.2,increment titanium studio master version attached page display update studio,1
125,TISTUD-501,Add Support for debugging on Android devices (tethered),add support android following open android add support device enhancement request add support device browse browse studio would need add support ticket android side equation task agree discovery mechanism platform might pas address studio listening device might device broadcast studio would listen rest process identical current mechanism additional developer android help,13
126,TISTUD-504,Convert Aptana And Titanium Studio plugins to use ISO 8601 format for build qualifier,convert titanium studio use iso format build qualifier currently build e titanium jar much presentation would titanium jar may build qualifier believe alphabetical sort would show,8
127,TISTUD-505,Add build qualifier to *.override plugins,add build qualifier override titanium editor jar titanium git jar titanium jar missing build qualifier segment point version,1
128,TISTUD-506,Path to BlackBerry sdk directory does not fill with correct location,path blackberry directory fill correct location blackberry link update automatically blackberry directory path c start menu location newly,1
129,TISTUD-509,Revamp error messages when user is unable to log in,revamp error user unable log currently default incorrect user name password common error message causing confusion situation server completely unreachable indicate login server currently unreachable please try server specifically error password indicate password incorrect please try assuming server error malformed request indicate server returned error direct user consult web page r obfuscate reduce confusion redirect,8
130,TISTUD-1166,Setting Log Level in Console view has no effect on the console log,setting log level console view effect console log way filter console log based event type error log level affect android another way filter log based level event step run example step open run step change log level step test log code title win titanium title test layout vertical titanium top left right height title error win add titanium top left right height title warn win add titanium top left right height title win add titanium top left right height title win add titanium top left right height title trace win add click function ti error error click function ti warn warn click function ti click function ti click function ti trace trace win open code associated ticket c,13
131,TISTUD-518,Look into adding unit tests for packaging,nan,1
132,TISTUD-537,Increment Titanium Studio to 1.0.4,increment titanium studio update version,1
133,TISTUD-564,Chromium: Ctrl+Shift+W does not close other open editors when focus is on the embedded browser,chromium shift w close open focus browser pressing w close dashboard pane w close multiple open shift w close focus dashboard pane focus dashboard pane shift w work close,3
134,TISTUD-570,Create initial configuration process,create initial configuration process first starting titanium studio user may properly individual contribute configuration screen may automatic e need user interaction need alert user require user feedback choice current installation android installation blackberry installation browser location git install choose portable git python auto configure,1
135,TISTUD-572,Enable creation of module projects,enable creation module allow creation mobile module umbrella ticket split smaller android display module developer guide android display module developer guide need following new titanium module wizard user choose android import module project wizard ask user wish create shell test project act test harness testing module compile module deploy would mean root titanium install directory disk use ability include project could already create documentation module file finished module project,1
136,TISTUD-582,Windows: Pressing Cancel on installer does not stop installation process,pressing cancel installer stop installation process launch installer press cancel prompt quit setup quit titanium studio want continue press yes installer quits actual installation proceeds choose file page pressing next lead installation incomplete page pressing cancel yes second time choose file page go installation incomplete page,5
137,TISTUD-584,"Importing project causes a ""'Building workspace' has encountered a problem"" error",project building problem error copy titanium studio attached import project problem error message see attached log,21
138,TISTUD-589,"new mobile projects can't find appicon.jpg resulting in ""1 error detected"" shown on TiApp pane",new mobile find resulting error shown pane description new studio mobile project editor shown pane default icon field new mobile field marked red x error shown top window occur system tested mac o x note file remove error flag reproduce install titanium studio build create new mobile project examine result field red x error shown problem,8
139,TISTUD-592,Titanium Studio should support the -n flag to tibuild.py,titanium studio support n flag n show install splash screen file content directory file titanium show install splash screen first time customer developer developer question test titanium get rid titanium installer screen,1
140,TISTUD-600,Add preference for default settings on android run/debug configurations (API & Screen size),add preference default android run screen size feature request enable studio change default used android run configuration first time project e g currently studio installation new android screen inconvenient emulator screen size big taking half display change default something smaller also able control used default additional device resolution density command line emulator scale device developer android guide found well developer android guide emulator developer android guide emulator suggest child page titanium preference page hold information allow user set,13
141,TISTUD-623,Need to be able to pass additional emulator arguments from run/debug configurations,need able pas additional emulator run run configuration need ability pas additional command line android emulator example scale argument order use whose full scale screen running example skin whose screen high resulting emulator window high screen high run manager option run particular screen size scale argument need capability studio would recommend simply extensible option specify additional command line standard eclipse launch configuration target tab disabled studio please add tab allow emulator note support feature e work work,8
142,TISTUD-605,"Epsilon (Show Match Count) option from the search tab does not update on a new search, need to retoggle to check to get the updated value",epsilon show match count option search tab update new search need check get value reproduce menu edit find type something found file check epsilon sign create new search actual epsilon value value new search result toggle check mark get new value,5
143,TISTUD-651,Add Browse button to Save As dialog box,add browse button save box see attached screen request add browse button select path save file rather type path,1
144,TISTUD-656,Change the Log File Location,change log file location problem log file titanium saved folder main problem folder backed would better include user behavior customer change location somewhere else like application support additional information apple associated ticket c,1
145,TISTUD-675,Add snippets based on Kitchen Sink API examples,add based kitchen sink inspired let add set drag drop code studio could add common tony g could evolution kitchen sink rip code make snippet could project see developer use similar arrangement one based common use within prof support dev training could collaborate create added,1
146,TISTUD-687,Open timodule.xml file in editor for user after generating mobile module project,open file editor user generating mobile module project opening file generate mobile module project getting easily,5
147,TISTUD-713,"Windows 7 Installer ""Choose Install Location"" defaults to Administrator's profile",installer choose install location administrator profile installer executed logged non administrative user new user provide administrator password choose install location stage path within administrator profile c administrator local titanium studio default u obviously standard write access directory populate field directory user profile rather administrator,13
148,TISTUD-990,Console: Norwegian characters not correctly displayed,console correctly displayed problem console display correctly test case ti log kan console output kan l,8
149,TISTUD-714,Add support for listing and importing sample projects through the Dashboard,add support listing sample dashboard add controller action return list available sample list contain following information sample sample name sample id description image path empty dashboard create sample information trigger import handler specific sample,1
150,TISTUD-715,Compute the status of the installed SDK asynchronously ,compute status moment call compute status done synchronously dashboard need change call start asynchronous job report event ready,1
151,TISTUD-718,Create a controller-action that returns the logged-in Titanium user information,create controller action logged titanium user information action return least logged user name hash,1
152,TISTUD-734,"Change ""Deploy"" tool tip to ""Publish""",change deploy tool tip publish clarity terminology please change tool tip deploy menu publish better current usage menu inside update root label project explorer correct deploy documentation,5
153,TISTUD-744,Sometimes git managed projects can open with no deployment targets in Tiapp.xml detail but the Overview shows targets selected.,sometimes git open deployment detail overview selected description impact git studio situation git project missing deployment view checked overview view however quit relaunch studio deployment view removed overview view studio quit relaunch code version ti ti ti id id name name version version publisher publisher description description provided description copyright copyright icon icon persistent false persistent icon false icon style default style hidden false hidden false hidden false hidden analytics true analytics ti code relaunch code version ti ti ti deployment target device true target target device true target target device true target target device blackberry false target target device android false target deployment id id name name version version publisher publisher description description provided description copyright copyright icon icon persistent false persistent icon false icon style default style hidden false hidden false hidden false hidden analytics true analytics ti code reproduce import x build device populate build folder terminal switch master git f master switch back x git examine result deployment deployment overview detail deployment selected true,8
154,TISTUD-746,Add GIT configuration to the Dashboard,add git configuration dashboard add dashboard support git git o installation portable git remove current add check git configuration current dashboard check check add button shown ultimately installation note studio would require u similar dashboard titanium studio may perform,40
155,TISTUD-747,Add Python configuration through the Dashboard,add python configuration dashboard currently studio first python come instead integrate withe current dashboard configuration process would allow python dashboard configuration remove current add check python configuration current dashboard check check add button shown note studio would require u similar dashboard titanium studio may perform,20
156,TISTUD-754,Manage the 'modules' for a specific Mobile project through the TiApp editor,manage specific mobile project editor create section editor mobile project,1
157,TISTUD-755,"Allow ""pre-selection"" of template in project wizards",allow selection template project last minute note need new feature dashboard implementation basically need able select template new project wizard rationale number button invoke new template dashboard current project wizard support suggest short description preview selected template bottom indicate one selected choose finish template otherwise could choose different template went next screen though selected template show chosen item likely want presentation platform titanium create extra space may need little dashboard work done enable button make happen please create work shalom,1
158,TISTUD-757,Comment the com.appcelerator.titanium.core.user package,comment titanium core user package package sparse please add elucidate class,1
159,TISTUD-760,Add launch configuration option to run iPhone/iPad simulator with retina display,add launch configuration option run simulator retina display reproduce create titanium mobile project run user simulator select one go hardware menu simulator see retina actual cannot set studio run retina give user option simulate retina display,8
160,TISTUD-761,Titanium Studio: Android reserved namespace is not resulting in a malformed app id error,titanium studio android reserved resulting malformed id error new project titanium studio application id invalid generate error reproduce open titanium studio create new project make sure project android make one application id invalid identifier see result error message appear project error message remains actual result error message project editor project build android build error error error code error titanium studio build android gen package note documentation regarding valid documentation excerpt sun lexical doc excerpt identifier unlimited length sequence first must letter identifier cannot spelling character sequence literal null literal abstract default private throw break double import public else return transient case short try catch final interface static void char finally long volatile class float native super new switch continue package synchronized true false null literal null,5
161,TISTUD-764,Create a dropdown in the tiapp.xml form editor to select an Android runtime,create form editor select android need support switching form editor android via simple property property name ti android property valid rhino,1
162,TISTUD-766,Rework info message for 'native' and 'implements' from Mozilla JS validator,rework message native source code titanium studio use native function warning syntax error syntax everything fine future reserved rework say something like native future reserved word usage may compatible,5
163,TISTUD-769,Automatically scan for i18n files,automatically scan neat script community finding gist would good get ruble titanium studio compiler already python original author supportive effort,13
164,TISTUD-775,Disable the V8 option in the TiApp editor when the Android SDK version is incompatible,nan,1
