,issuekey,title,description,storypoint
62,DURACLOUD-143,Be able to embed J2K viewer in local hosted application,able embed viewer local application would like view image server wrapped portal image server would,1
63,DURACLOUD-144,Provide users of the Image Conversion service with feedback/status regarding the time that will be required to complete a conversion task,nan,5
64,DURACLOUD-145,Duraservice: messaging,feature analogous except across,4
65,DURACLOUD-149,ServicesAdmin: Clear registered services,clear registered improvement provide restful clearing registered cache would facilitate back sync,3
66,DURACLOUD-150,DurAdmin: Warning on overwrite,warning overwrite notified content item overwrite file,1
67,DURACLOUD-152,Disable unused projects,disable unused issue disable build remove,1
68,DURACLOUD-153,UI Facelift,nan,5
69,DURACLOUD-154,Release AMI,release ami tracker item container included ami redirect,3
70,DURACLOUD-155,Project Version in batch scripts,project version batch issue follow true project version issue enable version common bat file ala sh run sh,1
71,DURACLOUD-156,License Boiler Plates,license boiler going open source need include proper,1
72,DURACLOUD-157,Refactor: StorageProviderFactory & TaskProviderFactory,order able leverage spring across class chain class follow similar pattern well easily unit test item class comprised static use spring framework inject respective rest,1
73,DURACLOUD-158,Change Sync Tool default port,change sync tool default port default port sync tool allow used without set port,1
74,DURACLOUD-159,Provide a way to make use of Amazon's Reduced Redundancy Storage,provide way make use reduced redundancy storage reduced redundancy storage lower cost cloud storage solution add task set content space use type storage get back standard storage could potentially also add service allow directly another tracker item,2
75,DURACLOUD-160,Create file-based credential store for unit tests,create file based credential store unit replace current unit test file based method storage provider new method need able handle storage able keep local file perhaps pointed account testing able choose encrypt file working file simpler local development file allow secure storage simpler among key could may choose pas file bamboo order able update test without needing rebuild ami likely reuse code actually read file assuming format file also able use common handle encryption combination common io assembly easy encrypt file,3
76,DURACLOUD-161,Transition to using S3 Reduced Redundancy Storage for all pilot S3 storage,transition reduced redundancy storage pilot storage transition current use update use default one way would add task flag within preferred storage setting,3
77,DURACLOUD-163,Add config element for duraservice service-registry store credentials,add element service registry store item add new element password get service registry store currently coming service compute service compute password,1
78,DURACLOUD-164,500 response from durastore: Too many open files,response many open release instance would respond exception tomcat log attached indicate net many open excess open socket instance may related library,3
79,DURACLOUD-167,Error retrieving content stores,error content getting error trying access unaffected unexpected error error content response code value response body head title apache tomcat error report title style font family sans serif color white background color font size font family sans serif color white background color font size font family sans serif color white background color font size body font family sans serif color black background color white b font family sans serif color white background color p font family sans serif background white color black font size color black name color black color style head body status bad size p b type b status report p p b message b u bad u p p b description b u request authentication bad u p size apache tomcat body error content response code value response body head title apache tomcat error report title style font family sans serif color white background color font size font family sans serif color white background color font size font family sans serif color white background color font size body font family sans serif color black background color white b font family sans serif color white background color p font family sans serif background white color black font size color black name color black color style head body status bad size p b type b status report p p b message b u bad u p p b description b u request authentication bad u p size apache tomcat body,1
80,DURACLOUD-168,sync tool writes log files into working directory,sync tool log working directory sync common log file current working directory possibly issue non writing relative file path c work common log log error error add content c work common log preservation due response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client chunk writer error response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client client pool thread c work common log back list another attempt made sync file jar driver jar f h p preservation u w b starting sync tool complete sync tool configuration sync host port space id preservation backup directory poll frequency file size false sync tool help following available x sync tool c sync tool configuration sync tool status l level log level level may warn error location sync tool status start time sync queue size process successful c work common log c work common log c work common log quit tail c work common log common log back list another attempt made sync file error error add content c work common log preservation due response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client chunk writer error response code value response body value error add content c work common log preservation due content c work common log added space preservation either provided match storage provider content checked client client pool thread c work common log back list another attempt made sync file,1
81,DURACLOUD-169,non-interactive content transfer tool,non interactive content transfer tool complement sync tool love see non interactive one content transfer tool akin either per directory per file could easily e g jar transfer jar file h p preservation u w file preservation space,1
82,DURACLOUD-174,errors loading duradmin spaces,loading large getting weird intermittent trying verify answer probably anyway content preservation see attached refreshing attached stack trace eventually get application error error error get space preservation due many open error error get space preservation due many open control handle web,1
83,DURACLOUD-175,Break out OSGI tests into a new project,break new project move service spin container new project test run normal clean install used,2
84,DURACLOUD-177,DuraStore REST-API addition: spaceExists & contentExists,rest addition issue add two additional rest,2
85,DURACLOUD-178,Trade out jets3t libraries under S3StorageProvider for Amazon-supported libraries,trade use also used,4
86,DURACLOUD-179,Set higher file handle limits in DuraCloud AMIs,set higher file handle seen instance due tomcat process running file get around listed bottom ami creation page display ami setup added need included,1
87,DURACLOUD-180,Sync Tool run to completion,sync tool run completion add option sync tool would allow run work queue empty exit would useful would like use sync tool part job sync day one time rather sync tool run continually,1
88,DURACLOUD-181,Sync Tool retry failed transfers,sync tool retry update sync tool write file backup directory add option retry would need one time retry otherwise risk loop high content file work queue file new would written file,2
89,DURACLOUD-182,Sync Tool start from scratch option,sync tool start scratch option add option sync tool would clear status ignore order start scratch attempt sync rather would remove need ever manually clear backup directory unless wanting remove log,1
90,DURACLOUD-185,change icon to something more appropriate on deploy/undeploy service.,change icon something appropriate deploy service sure lock unlock used open closed really service deploy,1
91,DURACLOUD-187,"After logging in, redirect the user to the requested URL",nan,1
92,DURACLOUD-188,provide next and previous  links for navigating content items.,nan,1
93,DURACLOUD-190,Fix Duradmin UI integration tests.,nan,1
94,DURACLOUD-191,Update the Image Conversion service to make use of Amazon's Elastic MapReduce service,update image conversion service make use elastic service order handle volume data pilot need able distribute compute work onto multiple standardized way distribution make use apache since elastic service use sense investigate initial step towards able take advantage scalable cloud already data convert tiff image conversion service task allow image conversion run via,16
95,DURACLOUD-192,Full URL of streaming content,full streaming content improvement expose full streaming host server content via service various stream provide ability paste testing,1
96,DURACLOUD-193,Navigating away from an upload in progress causes the upload to fail.,away progress fail quick fix provide warning user better solution probably make dashboard driven page making various,1
97,DURACLOUD-195,"The uploads dialog gets a little messy when you have >4 files that have been uploaded (close button sits over other stuff, can't see the bottom of the scroll bar, etc)",little messy close button stuff see bottom scroll bar little messy close button stuff see bottom scroll bar,1
98,DURACLOUD-196,"Mark  image files when the space is closed, indicating that the JP2 viewer is only available for open spaces",mark image space closed viewer available open would really useful notice box image space closed viewer available open service,1
99,DURACLOUD-197,Make available services more explicit.,make available explicit tab click deploy new service view list available currently running would nice information somehow immediate service page immediately apparent could run,1
100,DURACLOUD-198,DurAdmin: Add Content Item button is available prior to selecting a space,add content item button available prior space add content item button tab selected without choosing space add content box interact usual click add button nothing add content item button likely space selected,1
101,DURACLOUD-200,New StorageProvider: MS-Azure,new azure feature create implementation ala azure storage offering research azure,13
102,DURACLOUD-202,Server Health and Status Monitoring,server health status top level feature span dashboard status exactly functionality feature need investigation may include usage storage consumption storage space storage provider cost see following page display dashboard,13
103,DURACLOUD-204,Persisting User Passwords,persisting user improvement persist system user enable used across new instance,1
104,DURACLOUD-207,Service configuration: Exclusion groups,service configuration exclusion task update service support notion exclusion deployment configuration dynamically display appropriate input based initial made user see,2
105,DURACLOUD-208,Bulk Delete Space,nan,1
106,DURACLOUD-209,Bulk Delete Content,nan,1
107,DURACLOUD-214,Bulk Update Content Mime Type,nan,1
108,DURACLOUD-215,Service Exclusion Groups - UI Modifications,service exclusion support,1
109,DURACLOUD-217,Chrome & IE mis-behavior,chrome ie behavior wed wrote really weird chrome tomcat error ie work use wed wrote hey logged password submit got page user true true true true password new password however whenever navigate home page get response tomcat long stack trace send helpful cut n paste different browser get login screen try authenticate,1
110,DURACLOUD-218,Ability to view the actual number of items in a space when the count exceeds current limit (1000 now),nan,1
111,DURACLOUD-219,"In Service UI: Config : Exclusions - clarify relationship to a ""mode"" and the user configs that go with it.",nan,1
112,DURACLOUD-220,Service Report Dashboard,service report dashboard task create dashboard service information running need displayed rest available service report information need able display information likely option display,5
113,DURACLOUD-221,"On session timeout, make sure javascript forces the user to login (instead of failing ungracefully)",nan,1
114,DURACLOUD-222,Service configuration: schema update for nested modes,service configuration schema update improvement update service define current sequence well another sequence,1
115,DURACLOUD-223,Service Report: backend utility for completed services,service report utility feature support providing service summary defined either coming state success failure case stay running e g image server coming state service collected soon service single file single report file start fresh monthly basis,5
116,DURACLOUD-224,DurAdmin - enter key does not properly submit content detail edit,enter key properly submit content detail edit mime type content item edit content item enter key submit save value input user main view space selected save button work fine enter key perform function save,1
117,DURACLOUD-225,DurAdmin - next and previous buttons for content list are displayed even when not necessary,next previous button content list displayed even necessary recently added next previous button allow cycling large content seem show even content space button available content displayed scroll window,1
118,DURACLOUD-226,"DurAdmin - ""Login"" button on login screen does not respond to Enter key on Chrome",login button login screen respond enter key chrome chrome browser log via login button triggered enter key login button work fine ie button enter key work fine,1
119,DURACLOUD-228,Cannot display Spaces in DuraAdmin UI,cannot display logging web navigate successfully tab get pop error undefined sync tool also problem trying access starting sync tool exception thread main could connect space id sync sync sync sync sync sync main,1
120,DURACLOUD-229,Content does not complete if list size >= 1000,content complete list size number content within space parameter set greater default eventually early underlying query storage provider account possibility space content object may listing since client return regardless parameter call effectively turn call logic number listing returned le parameter case returned one removed e space object,1
121,DURACLOUD-230,Exception thrown on duradmin initialization,exception thrown attached begun catalina log running tool various able associate r group thread en observe running clean install top jar target snapshot driver jar unclear trunk main web trunk main web error cause error allow visible catalina log note also get result running following curl command curl u un,1
122,DURACLOUD-231,Allow users to select S3 storage class,allow select storage class release content added set reduced redundancy storage class available transition content given space particular storage class either standard reduced redundancy task provide way user select storage class would prefer set new content added selection would content account later need handle provide selection storage class space level provide way transition content preferred storage class likely service,3
123,DURACLOUD-232,REST-API: Create top-level exception barrier,rest create top level exception barrier improvement create top level exception barrier rest currently unexpected appear client response either tomcat error document,1
124,DURACLOUD-233,Add support for CloudFront invalidation,add support invalidation since medium streaming service added feature invalidation call remove content medium streaming service make use call stopping service content longer available streaming service turned,1
125,DURACLOUD-235,Metadata name prefix mismatch between durastore & duradmin,name prefix mismatch prefix extension prefix x dura meta x dura meta therefore rest may contain full prefix two need made consistent logic probably,3
126,DURACLOUD-237,Test Infrastructure: mocking integration tests,test infrastructure integration improvement allow run test often reducing amount time run build many integration unnecessarily go way underlying eye towards network overly redundant,8
127,DURACLOUD-238,Test Infrastructure: reinstate bamboo,nan,1
128,DURACLOUD-239,DurAdmin: Uploaded file can be displayed in the wrong space,file displayed wrong space file content id file added list currently space even space item content id get item error either space one one landed refresh show correct listing,1
129,DURACLOUD-240,DurAdmin: Images in closed spaces should be displayed as if no J2K service exists,closed displayed service space closed view link still open viewer along current notice link open space act like service space,1
130,DURACLOUD-249,Fedora Integration: Basic-Auth for externally referenced datastreams,integration basic externally feature marker issue browse,1
131,DURACLOUD-252,Fixity Service: Amazon Elastic Map Reduce version,nan,8
132,DURACLOUD-254,Bit Integrity Service: update UI based on new service-config schema,nan,4
133,DURACLOUD-255,Incorrect redirects from http to https,incorrect saw testing poster put add new content item everything right except use rather end response see sent back original request address get rather put result get content item exist would appear verb lost redirect,2
134,DURACLOUD-256,"On some machines, not able to login to Duradmin",able login seen occasional logging symptom user logging correct failure success chrome see problem mode issue,1
135,DURACLOUD-257,Use Amazon java client for Cloudfront,use client majority provided client unfortunately work done client yet support access continued library include task complete transition remove,1
136,DURACLOUD-259,Create 0.7 AMI,create ami production ami contain removal container work attic shutdown script update include following line lock apache rewrite lock new local map bin local sh already present touch lock apache rewrite lock,2
137,DURACLOUD-260,Login failure on some browsers/environments,login failure chrome opera occasionally chrome first time password provided enter key hit clear immediately always,1
138,DURACLOUD-261,Allow storeclient to handle redirects,allow handle currently use port connect fail making redirect port task allow retry redirect path rather failing update would likely benefit well,2
139,DURACLOUD-265,Ensure integrity of input content to hadoop services,ensure integrity input content improvement revisit fixity bulk image conversion replication demand ensure content valid respect value,3
140,DURACLOUD-266,Notification on service completion.,notification service completion task provide notification user running service service notification include link final output report one service original description sort pop message indicator might good idea fixity service finished job running clear tell finished beyond polling page,5
141,DURACLOUD-267,Add a UI to the retrieval utility,nan,5
142,DURACLOUD-270,"UI Pagination after ""delete all""",pagination delete scenario revealed wanting clear entire content space first hundred space many commonly case log output select space select check box shown current page select delete selected content notice select next button notice next page displayed refresh space space name notice next page,1
143,DURACLOUD-271,UI Message when creating space that already exists,message space already space already following pop error error space undefined normally determine error must relate fact space already sometimes new space action space listed left hand side listing despite failure space actually although shown trying create error space undefined message make easy determine actual error suggestion render specific error message,1
144,DURACLOUD-272,Metadata add button label is removed on focus,add button label removed focus either space content add button label removed soon button focus name value text removed text happen button,1
145,DURACLOUD-274,Handle filenames which include spaces,handle include issue review current set sync retrieval determine currently support working content include space character content list service utility handle case,3
146,DURACLOUD-275,DuraAdmin - View images in closed space in the J2K Viewer,view closed space viewer remove notice space need open order view image viewer change link view closed viewer also change viewer param make sure release issue,1
147,DURACLOUD-276,Update sync tool command line flags to match retrieval tool flags,update sync tool command line match retrieval tool following need sync tool match retrieval tool password change p port change r backup work directory change w sync content directory change c sync change exit completion change x add store id,1
148,DURACLOUD-277,Update retrieval tool to skip space dir creation on single space retrieval,update retrieval tool skip space creation single space retrieval necessary retrieval tool create directory space retrieval single space task update retrieval tool one space go directly content directory multiple space case currently,1
149,DURACLOUD-278,"Selecting a single space for deletion displays ""delete multiple spaces?"" warning",single space deletion delete multiple warning select single space deletion far right see multiple selected message delete selected also get warning sure want delete multiple obviously little double check accidentally delete multiple,1
150,DURACLOUD-279,Bulk Image Transformation failures,bulk image transformation bulk image transformation service numerous set tiff set ranging size primary test case converting format source color space service running instance instance size service also test running instance watching memory consumption small instance service running significant amount memory step run bash script call swap space le memory available testing size likely role moving two another space rest transformation complete successfully running conversion set instance regardless size still however attached file list tiff successfully well large instance run two x large instance,5
151,DURACLOUD-281,Duraservice: Resolve spaces for all providers,resolve improvement resolve service object mode,1
152,DURACLOUD-282,Bit Integrity Service: update service config for provider spaces,bit integrity service update service provider improvement change bit integrity service leverage mode schema element specify need,3
153,DURACLOUD-283,Duplicate on Upload: ensure metadata is included,duplicate ensure included improvement ensure content replicated via duplicate ingest service also duplicate user,1
154,DURACLOUD-284,Integrate Droid for Mimetype detection,nan,2
155,DURACLOUD-285,Bottleneck in hadoop processing,bottleneck two bulk bit integrity service set content took approximately amount time problem first run used small second run used x large x large instance task much faster higher compute also set use per instance rather small instance setting task discover fix bottleneck x large run full capacity,3
156,DURACLOUD-286,Allow system services to be deployed along with services which depend on them,allow system along depend task remove system list deploy able instead dependent likely mean dependency start,2
157,DURACLOUD-287,Odd characters seemingly replace copyright symbol -- UTF8 issue?,odd seemingly replace copyright symbol issue bottom,1
158,DURACLOUD-288,MS-AZURE Space item count is off by one,azure space item count one number listed empty azure space number listed azure space one content item,1
159,DURACLOUD-289,Retrieval Tool to retrieve list of specific files,retrieval tool retrieve list specific think retrieval tool missing option retrieve specific file specific space use case partial restore may wish retrieve portion space rather pull would like able request specific name comma list regular expression could also work list exact would seemingly meet need specific similar collection zip item zip generally name specific format object type object identifier zip install restore particular object small set might nice request name rather pull entire space know specific case currently missing either need simple solution retrieval tool need specific tool support partial content user restore particular set single collection,2
160,DURACLOUD-291,Create 64-bit dev AMI,nan,2
161,DURACLOUD-293,Improve performance for retrieve content metadata in AzureStorageProvider,improve performance retrieve content move generation content also waiting feedback azure team find provide,1
162,DURACLOUD-294,Create 0.7.1 release,create release ami ami atlas per display release related,1
163,DURACLOUD-295,"When using the previous and next buttons in the DuraCloud Administrator interface, the ""Space Detail"" section on the right disappears.",previous next button administrator interface space detail section right list content space previous next button administrator interface space detail section right select space click individual item,1
164,DURACLOUD-298,Bit Integrity Service: split into two services,bit integrity service split two clean bit integrity service include remove salt split service two bit integrity generate compare bit integrity verify,1
165,DURACLOUD-299,Cross-Service Clean up,cross service clean clean include change order logical possibly alphabetical change name prefix service example bit integrity service bulk,1
166,DURACLOUD-301,Provide a clear visual cue in DurAdmin to indicate which storage provider is currently selected,provide clear visual cue indicate storage provider currently selected easy forget storage provider selected perform action wrong provider task provide visual cue help distinguish one potential way would storage provider correspond different color color displayed prominently perhaps even area background provider selected,4
167,DURACLOUD-302,"Remove ""Location"" selection on service deployment via DurAdmin",remove location selection service deployment via able select alternate deployment location service feature come road display option none use,1
168,DURACLOUD-303,Simplify deployment of bulk services,simplify deployment bulk simplify bulk duplicate demand bulk image conversion bulk bit integrity checker use default setting number type number type depend service require testing determine reasonable default large work bulk bit integrity testing pilot help narrow good duplicate demand bulk image conversion,3
169,DURACLOUD-304,Update Image Transformer service deployment options,update image transformer service deployment apply image transformer bulk image transformer clarify destination color space confused space move file name prefix suffix directly source space,1
170,DURACLOUD-305,Azure Storage Provider - list space contents contains truncated contentId,azure storage provider list space content truncated name attribute returned sometimes instead parse attribute issue net tracker detail aid learn blob,3
171,DURACLOUD-306,Bit Integrity Service: simplify user options,bit integrity service simplify user improvement update bit integrity service following way create default space output create auto output name provide providing input listing name add input listing cause input listing,3
172,DURACLOUD-307,Bulk Bit Integrity Service: simplify user options,bulk bit integrity service simplify user improvement include following bulk bit integrity service remove option destination space service output automatically right space x service content prefix bulk remove option working space service automatically set working space x service work,2
173,DURACLOUD-309,Audit log service,audit log service task capture make available audit list likely need separate set storage support storage new service could listen sent store write log user storage area,3
174,DURACLOUD-310,Audit logging: Storage,audit logging storage task capture audit information storage single location listener running time within storage,5
175,DURACLOUD-311,sync tool syncing .ds_store files from mac,sync tool mac sync tool peripheral mac folder actually content need would nice tool knew automatically ignore,2
176,DURACLOUD-312,ServiceInfo.clone(),clone clone method need order within data member become null deployment currently going scope,1
177,DURACLOUD-313,Security initialization,security improvement disallow root user security via rest,2
178,DURACLOUD-314,Bulk Bit Integrity Service: error allocating memory,bulk bit integrity service error memory issue resolve bug following link display attached brief scan running memory,3
179,DURACLOUD-315,Storage Usage Report Service,storage usage report service provide way generate report least following information number space total size space average file size space file space total number total size average size file file information storage provider use available within periodically point may want provide way schedule running monthly would seem good fit service information output space rest exposed client access feature wust pilot partner meeting also interested seeing information included storage,13
180,DURACLOUD-318,Bit Integrity Service: Incorrect report when item on list does not exist,bit integrity service incorrect report item list exist unable successfully complete use case preservation test excerpt regarding c use case test plan c service test initial listing create new listing file entire line removed new line done first three next three added two end instance service test run fixity service listing input previous test service run new file report ran successfully generating service test integrity report service test verify erroneous report service test integrity report service test checked integrity report service test file attached one line report data space id content id service test service test status invalid manifest file error null new file report service test space try service file fictitious space old report service integrity report integrity report service test try attached basically file new correctly exist six attached perfect match test input file listing correct space content correct file bit integrity checker integrity report report bit integrity checker test successful test first three list next three removed list last two refer instance file use incorrect last two exist instance integrity report malformed integrity report service configuration service mode verify integrity list get integrity information storage provider salt empty store space input listing input listing name service test output space output listing name output report name integrity report,1
181,DURACLOUD-319,Duplicate on Demand: Service failing,duplicate demand service failing duplicate demand service service configuration source space copy store copy space store file space replicate working space number server type server instance large instance service final status job ended service status job complete replication demand service job state job job id j additional statistic run source space closed space work space log one run service job id j ran failing job successfully task,2
182,DURACLOUD-320,Duradmin upload failures for multiple large files,multiple large multiple frequently occur causing content land scenario select file five time row different content waiting one complete verify five successfully scenario consistently,1
183,DURACLOUD-323,Bulk Bit Integrity Service: add comparison,bulk bit integrity service add comparison bulk bit integrity service contain following add optional option user input listing used verify new listing listing provided service compare post,3
184,DURACLOUD-324,reverse upload history order in the upload window,reverse history order window would nice reverse order history window recent progress appear top instead bottom window sort window recent bottom user scroll see progress recent,1
185,DURACLOUD-325,Image Viewer Flyout no longer works,image viewer longer work past content item image would present link image thumbnail service running canned picture icon link would display image viewer thumbnail picture icon effect,1
186,DURACLOUD-326,DurAdmin incorrectly displaying 0 for space size,incorrectly space size display space size often even though listing space also space longer item listing space also true content,1
187,DURACLOUD-327,DurAdmin: Delete button mis-aligned,delete button hovering line content item delete button half way current item next item list delete button displayed completely within boundary content item delete,1
188,DURACLOUD-329,Video streaming in duradmin:spaces,video streaming item address issue showing streaming video content item space scenario create two video add file attached item space video deploy server video source destination wait service deployment complete click item video space video shown right hand column point note go directly host streaming video available,1
189,DURACLOUD-331,NullPointerException with Duplicate-on-change service on 'delete content',duplicate change service delete content item address issue thrown duplicate change service running item log show upon action thrown replication service successfully remove item secondary store remains alive container however case probably guarded,3
190,DURACLOUD-332,Duplicate on Change: space access is not propagated,duplicate change space access item address issue duplicate demand service access state secondary provider space primary provider open closed vice scenario deploy duplicate demand service create space primary store verify space also secondary store verify access state toggle access state primary space boom notice access state secondary space change,1
