,issuekey,title,description,storypoint
17,MULE-6628,Should be able to replace Log4j for another logging implementation,able replace another logging implementation documentation display logging section titled want use jar removed long wired another logging implementation removing jar error error start apache error apache error class native method error class class error class class error class class error mule module start error wrapper run error apache error net run error security native method error net error error error due patch done fix mule direct reference simply moving reference call class via static reference solve problem,5
18,MULE-6642,REST Document Resource Definition,rest document resource definition corp display simplified rest service creation,8
19,MULE-6645,REST Swagger Definition Generation,rest swagger definition generation corp display simplified rest service creation,8
20,MULE-6646,REST Browsable Web UI Generation,rest web generation corp display simplified rest service creation,5
21,MULE-6647,"Remove all examples, except the new hello world and existing loan broker, from ESB stand-alone distribution",remove except new hello world loan broker stand alone distribution per following plan key gid following additional work creation two new modification target use latest beyond studio documentation modification documentation target removal tagged archive studio modification reflect section placement git active versus stand alone distribution point view remove except new hello world loan broker,5
22,MULE-6649,Addition of DB2 and MS SQL Server to the list of databases on Studio JDBC connector configuration window - ESB Work,addition server list studio connector configuration window work today show derby oracle however large add two set connector configuration screen,3
23,MULE-6657,NIO and WebSocket Completion,completion mule user would like able turn use stack deploy toggle mule user would like able use new within,8
24,MULE-6659,Testing Mule 3.4 Pairing with GA Registry,testing mule ga registry mule user would like configure mule instance paired registry account registry key may able manage instance registry user configure registry key registry account instance instance manageable paired registry instance detailed spec corp display registry interaction license management support,3
25,MULE-6661,Testing - Mule 3.4 Dynamic Lookup with GA Registry,testing mule dynamic ga registry mule user would like use dynamic component within detailed spec defined corp display dynamic router registry dynamic resolution,1
26,MULE-6673,Update Spring version used in Mule to 3.2,update spring version used mule update version spring,5
27,MULE-6699,Intercepting Are not generating message processor path ,intercepting generating message processor path currently breaking since intercepting executed,5
28,MULE-6700,mule-common dependency should be on a fixed version,mule common dependency fixed version fixed version rather snapshot mule common snapshot go,1
29,MULE-6710,REST Representations definition,rest definition multiple representation support,8
30,MULE-6711,APIkit example application,example application create example application showcase functionality,8
31,MULE-6713,GitHub migration,migration migration bamboo update,8
32,MULE-6814,APIkit REST Controller Resource,rest controller resource rest controller resource,8
33,MULE-6815,APIkit Tech Debt,tech debt tech debt,3
34,MULE-6714,Deprecate Services (and anything else we can),deprecate anything else deprecate anything else,5
35,MULE-6718,"When setting a basic authorization filter if no authorizations headers are set in the request, an exception is thrown and there is no request from the browser to add the keys.",setting basic authorization filter set request exception thrown request browser add setting basic authorization filter set request exception thrown request browser add reproduce deploy mule instance browser go authenticate pop authentication appear actual response registered authentication set mule transport security context session authentication authenticate message type string,5
36,MULE-6723,Restarting a Mule app cause loss of JMS messages even when using transactions,mule cause loss even start local instance listening port deploy transactional zip n c help wait put queue restart mule copied queue queue actual lost,3
37,MULE-6732,HTTP(S) transport generates everlasting temporary files,transport everlasting temporary may create temporary file remain disk drive file closed flag would effective never eventually io space left device location file may seen mule blob mule x main mule transport,5
38,MULE-6745,"Update License.txt,  , and 3rd party list",update license party list developer want able read accurate content license file mule,3
39,MULE-6746,Fix the 3.x site build,fix x site build generation failing check log bamboo browse site,5
40,MULE-6749,ReplyToHandlers do not work with Dynamic Outbound Endpoints,work dynamic outbound case actually send message back caller dynamic outbound middle event see following flow version order example shipped studio code flow name doc name inbound channel soap connector ref doc name soap outbound exchange pattern request response address string connector ref doc name generic object string transformer doc name object string flow code following error code wed mar id data channel soap reflect sun reflect native method sun reflect invoke sun reflect invoke reflect method invoke method invoke access deliver handle handle continuation service mule transport container service service jetty handle jetty handle jetty handler handle jetty handler handle jetty handler handle jetty server handle server jetty jetty content jetty jetty jetty handle io run thread run mule scheme must compatible connector scheme connector message type string mule execution execute mule execution execute mule execution execute mule processor chain mule processor chain process mule execution execute mule execution execute mule processor mule processor process mule execution execute mule execution execute mule execution execute mule processor chain mule processor chain process mule execution execute mule execution execute mule processor mule interceptor process mule execution execute mule execution execute mule execution execute mule processor mule processor process mule execution execute mule execution execute mule execution execute mule processor mule construct process mule execution execute mule execution execute mule execution execute mule processor chain mule processor chain process mule processor chain mule processor chain process mule processor chain access mule processor chain process mule execution execute mule execution execute mule execution execute mule processor chain process mule construct process mule execution execute mule execution execute mule execution execute mule processor chain mule processor chain process mule processor chain mule processor chain process mule processor chain access mule processor chain process mule execution execute mule execution execute mule execution execute mule processor chain process mule execution execute mule execution execute mule execution execute mule processor chain mule processor chain process mule processor chain mule processor chain process mule processor chain access mule processor chain process mule execution execute mule execution execute mule execution execute mule processor chain process mule transport mule transport mule transport mule transport mule transport route scheme must compatible connector scheme connector mule mule habitat agent mule transport mule routing mule routing process mule execution execute code,8
41,MULE-6759,Http dispatcher thread leak,dispatcher thread leak leak message dispatcher reproduce copy hello example folder start mule send request name ross remove hello example anchor file wait obtain thread dump mule process result hello related list live actual result two one time monitor related mule b one request dispatch previous point executed number b every time repeat deploy exercise note request dispatch name application ie something like hello request dispatch,5
42,MULE-6760,ProcessorChain and SubFlows are intercepting when they shouldn't,intercepting currently intercepting wrong,5
43,MULE-6765,Chaining more than one HTTP outbound endpoint will use the HTTP method of the first one,one outbound use method first one file code flow outbound method get outbound method post outbound method get flow code second outbound always get input type value,13
44,MULE-6788,Upgrade CXF to 2.5.9,upgrade upgrade get latest security,5
45,MULE-6789,NullPointerException during JMS Reconnect Attempt,reconnect attempt configure connector broker broker go following exception get thrown code mule retry mule transport schedule mule transport mule transport mule transport mule mule transport mule transport start mule transport mule retry execute mule retry run mule work run concurrent concurrent worker run thread run thread code step reproduce run attached tear broker start,8
46,MULE-6796,Allow MEL expressions in cxf:property of cxf:ws-config,allow mel property would nice able use mel set based upon message,3
47,MULE-7001,Write initial draft of shared ports spec,write initial draft spec number critical able deploy multiple mule instance port story analysis identify possible problem space,8
48,MULE-6800,Thread leak on Mule redeployments for embedded,thread leak mule mule running container application thread still previous deployment new one mule log ref handler reproduce deploy mule tomcat bookstore war instance check thread count look thread deploy check thread count gone mule log ref handler,5
49,MULE-6826,Fix flaky unit test: DateTimeTestCase,fix flaky unit test many test flaky depend current system time example code test public void calendar get calendar second code problem two different obtain current second could obtain different time time problem exist many day le probable fail still flaky theory,1
50,MULE-6829,cxf_operation is wrong when using proxy-client of a soap 1.1 request,wrong proxy client soap request soap request apache binding soap interceptor soap action get message get mule set beforehand find problem fail set request thus know use first one list probably wrong bam wrong operation soap much prevalent problem,5
51,MULE-6831,Applications deleted when deployment fails,deployment mule application deploy zip folder reproduce copy attached folder start mule failure zip folder default,8
52,MULE-6843,Move OAuth from DevKit to ESB,move move code expose interface use improve user experience trying configure connector corp display making user experience smoother,13
53,MULE-6844,Connector Auto-Paging,connector auto see corp action require iteration investigation,5
54,MULE-6845,Define Polling Watermarks,define polling right poll need deal use approach filter already way right implement logic manually user deal object default repeated logic dev time story container watermark,3
55,MULE-6846,"Define filter, split, aggregate and route record level data strategy",define filter split aggregate route record level data strategy basic corp action,5
56,MULE-6849,ReplyToDestination is not properly configured in some scenarios,properly used move message event always message inside flow sent back client,8
57,MULE-6852,Default object store for until-successful,default object store successful successful need default work box easily,3
58,MULE-6858,Filename-wildcard filter to fails with SFTP,filter mule scope property originally outbound scope inbound filter also read property inbound scope however transport still property outbound scope making filter work incorrectly file file transport property inbound outbound inbound outbound,2
59,MULE-6861,Watermark / Binding object store items to flow variables,watermark binding object store flow right poll need deal use approach filter already require value across flow typically value default first time used used part query outbound request based flow value may done several fetch value form persistent object store save flow variable refer flow variable query outbound request update variable based either e watermark date query per record e watermark highest id object end persist value persistent object store pattern common enough common deserve better support make easier box add new optional parameter poll provide variable persistence box watermark example code flow name poll frequency watermark key default expression object store ref search query select id name account set variable name value flow code watermark variable attribute object store key used store watermark also name value exposed user default expression case key found object store default expression used generate value useful first run flow update expression optional result expression used update watermark execution finished value variable parameter ref optional reference object store wish use store provided default user object store used watermark behaviour bound poll bound synchronous execution must fail executed go object store looking value given key found value exposed key value found key object store default expression executed value exposed watermark also fire notification event module underlaying event watermark value message executed flow correctly executed watermark object store another notification fired event system new value also throw watermark since watermark object store user always use exception strategy put custom value case failure case watermark value fail store watermark object store,5
60,MULE-6864,SFTP: Jsch issue in java 1.7 and Kerberos,issue known issue running server trying connect server request password manually issue following page apache id setting property password keyboard interactive problem,3
61,MULE-6866,Upgrade to Groovy 2.3.6,upgrade groovy upgrade mule groovy dependency groovy,8
62,MULE-6896,Ability to handle record level errors in for-each,ability handle record level user want catch record level batch element continue put individual,8
63,MULE-6872,Poll 2.0,poll studio want able start stop execute via,8
64,MULE-6873,Aggregator Improvements,aggregator possible use collection possible use multiple detail pablo,8
65,MULE-6889,Concurrent Modification Exception when using the Async Message Proccessor inside a foreach,concurrent modification exception message inside getting usual get collection want process element reason message processor inside throw flow ref flow process element problem bug randomly let say see log output exception thrown event create new one fire new thread exact error message guess happening new event copy saving kind reference instead new new flow process item flow still firing new thread copy new getting mixed crash attached simple studio ga based project reproduce bug run see exception console see following log tenant id running waiting see exception please turn run said happen time,2
66,MULE-6894,Split collection processor,split collection processor spec,8
67,MULE-6898,Create Mule API to inject Poll a different scheduler,create mule inject poll different poll single strategy want able determine different strategy part story mule,5
68,MULE-6899,Provide an  API to stop/start and execute schedulers,provide stop start execute need external able stop start execute given time,2
69,MULE-6900,Change Poll schema to accept a scheduler strategy,change poll schema accept strategy new poll schema accept poll simple frequency poll,5
70,MULE-6903,UntilSuccessful doesn't correctly validate payload is Serializable,correctly validate message validation property done message consumable,1
71,MULE-6906,Add utility methods to execute flows in FunctionalTestCase,add utility execute right one method really fit use could improve family would better user testing would also help effort moving code mule,1
72,MULE-6918,Add dynamic round robin routing support,add dynamic round robin routing support related mule support dynamic router first successful new strategy added round robin new dynamic round robin round robin dispatch message state keep track next message processor need state based route resolver identifier goal behind keep track iteration configuration router default assume route resolver state implement interface,5
73,MULE-6920,Race condition on startup of Mule Context,race condition mule context start two parallel might run race condition mule version manifest file thread safe one mule context fail start null synchronize two mule externally,1
74,MULE-6954,Merge 3.4.1 changes from ASR from Dynamic Round Robin,merge dynamic round robin merge pull request,1
75,MULE-6956,Watermark - unable to access default user Object Store instance,watermark unable access default user object store instance flow code poll frequency doc name poll watermark variable default expression update expression poll code watermark access default user object store,1
76,MULE-6959,Race condition creating MVELExpressionLanguage instances,race condition constructor expression language condition one instance multiple expression manager get problem data mapper extend second problem constructor setting expression language component expression language use continue expression language original,5
77,MULE-6960,Allow poll execution with properties,allow poll execution mule provide execute inbound,5
78,MULE-6965,Erro during mule message serialization when using byte array as payload,mule message serialization array attached configuration work well mode switch cluster mode got exception connector file mule default receiver mule transport file lock file private test file error mule exception caught exception exception strategy string cannot cast mule string cannot cast mule mule processor mule processor run mule work run concurrent worker concurrent worker run,8
79,MULE-6968,"Http endpoint with path="""" or path=""/"" do not attend requests at root level",path path attend root level behave differently correct behavior inbound port host inbound port host path inbound port host path throw following error cannot bind address component registered,8
80,MULE-6980,jackson-xc wrong version,wrong version mule come support however wrong version check opt find version opt core jar opt jar opt mapper jar version opt jar mule behave weirdly class used may match flow exception logged information displayed nothing course easy put correct version user would better installation work,3
81,MULE-6986,http:static-resource-handler fails when request path is '/',static resource handler request path given inbound context path static resource handler set expect visiting server port redirect service server port index noted following server actually redirect handled well modern chrome visiting server port actually content index side issue visiting server port index trailing slash file found error add necessary slash looking source mule blob main mule transport issue request path stripped back code string path event string event remove request part path path path length code following code match path code file path file new file path code subsequent code block redirect used functional test catch context path request path,5
82,MULE-6988,The jetty transport does not have an option to configure the number of acceptor threads,jetty transport option configure number acceptor jetty transport option configure number acceptor connector level,2
83,MULE-6998,Incorrect maven dependency for drools,incorrect dependency mule module need jasper jar declare dependency project work also need declare dependency mule transport mule transport dependency apache tomcat jasper jar also bring apache tomcat jasper jar mule transport mule,3
84,MULE-7003,Add support for EE's Batch Module,add support batch module implement new module large data record level specification available issue di corp display batch module,21
85,MULE-7005,ServerNotification completing work after listener failure,work listener failure user register notification listener listener exception causing notification error mule showing error notification server mule mule work work exception work executed mule context notification,8
86,MULE-7012,HTTP/HTTPS outbound endpoints ignore the keep-alive attribute,outbound ignore keep alive attribute outbound attribute keep alive use persistent outbound attribute currently exchange pattern one way always outbound alive request response exchange pattern used new connection request behavior depend keep alive attribute following example keep alive attribute set false alive connection code flow name test inbound path exchange pattern one way outbound address method get keep alive false exchange pattern one way flow code,13
87,MULE-7013,Deprecate keepSendSocketOpen attribute in HTTP connector,deprecate attribute connector connector attribute connector attribute setting exist connector keep outbound open keep alive attribute outbound used add documentation change,8
88,MULE-7022,Add nexus profile to distributions pom.,add nexus profile pom add nexus profile pom,1
89,MULE-7027,ExpiringGroupMonitoringThread must process event groups only when the node is primary,must process event node primary used detect must thread always part cluster environment every node thread running different try process event group simultaneously,5
90,MULE-7029,Several exceptions thrown when pooling in the objectstore,several thrown create box folder configure corresponding client id client secret box deploy mule hit dance go mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success mule mule processor operation success happening go like listed appear,1
91,MULE-7030,Need to support XPATH 3.0 in the xpath filter,need support filter right apply according parker support version mel may support version transformation think support version really version since came think minimum take advantage move onto bigger soap may well want use,13
92,MULE-7031,Add getObjectStoreManager() in MuleContext,add add method easy access,1
93,MULE-7043,Cannot put a Foreach after an OAuth authorize,cannot put authorize simple flow authorization get iterate test connector mule default receiver mule processor authorized error test connector mule default receiver mule exception message object mule contact correct type must type interface iterable interface interface mule routing interface collection message type code exception stack object mule contact correct type must type interface iterable interface interface mule routing interface collection mule collection null object mule contact correct type must type interface iterable interface interface mule routing interface collection message type mule mule execution site mule root exception stack trace object mule contact correct type must type interface iterable interface interface mule routing interface collection mule collection split mule collection split mule routing set level logging verbose true everything,3
94,MULE-7044,Make poll schedulers part of the same namespace,make poll part poll enhanced support different simple ended defined mule schema ended part schema order improve consistency want distributed schema move default bean definition,3
95,MULE-7052,Create bitronix transaction manager module and integrate with existent transports,create transaction manager module integrate existent create module use transaction manager mule integrate module existent mule,13
96,MULE-7057,Finalize shared resources spec + create tasks to implement feature,finalize spec create implement feature initial draft spec document edit sufficient time finalize specification scope amount work implement feature mule acceptance criterion story implement feature,13
97,MULE-7062,It is not possible to send outbound attachments over http,possible send outbound possible send attachment outbound data error rubbish connector mule default receiver mule exception message name must null code exception stack name must null apache common null name must null mule transformer mule transport site mule transformer root exception stack trace name must null apache common apache common mule transport set level logging verbose true everything,8
98,MULE-7063,Add Spring Security LDAP to Mule Distribution,add spring security mule distribution add spring security dependency distribution,2
99,MULE-7067,Improve the way webapps are deployed in the Jetty transport,improve way jetty transport remove class use jetty instead,8
100,MULE-7069,Update Cometd version in Ajax transport,update version transport current version used transport jetty update order remove jetty use jetty update use old jetty version,3
101,MULE-7070,Test Servlet API 3.0 support in Jetty Transport,test support jetty transport jetty test correctly mule jetty transport,8
102,MULE-7071,Update mule-jetty.xsd that contains references to old Jetty classes in its comments,update mule jetty old jetty class mule jetty file still old jetty update file,2
103,MULE-7073,Evaluate Mule's gaps to work on a FIPS 140-2 compatible environment,evaluate mule work compatible environment part analysis found mule security used configuration create set acceptance criterion address,5
104,MULE-7074,Need a way to add message properties other thread,need way add message thread need able add way message see browse,8
105,MULE-7078,Create API for record level partial error handling,create record level partial error handling batch module advanced need common ground make partial error handling work need class return bulk operation status record per record basis batch module need read partial error class treat accordingly marking record level advanced may define may return partial error information batch module advanced also need work uniform definition record provide set record level assert record state provide information record state batch module register mel record general provide record level advanced may eventually define custom extension initial release needing tap record scope small module may used dependency module suffix version scheme independent mule,1
106,MULE-7082,Implement new summary module for calculating aggregation functions over streams,implement new summary module calculating aggregation implement new module according spec mule,5
107,MULE-7084,Deprecate dev.ee repository in favour of repository.mulesoft.org,deprecate dev repository repository change distribution management repository aster nexus content build repository nexus content,5
108,MULE-7088,Improve the way Mime types are registered for outbound http attachments,improve way mime registered outbound transport activation handle outbound mime registered transport static block class therefore class loaded mime available error sending outbound example activation object mime type text plain normal use mule problem happen dependency transport transport see mule transport dependency removed transport pom test,8
109,MULE-7089,Write spec for new summarizer feature,write spec new summarizer feature write spec new feature compliant following story add new message processor would allow element collection stream element able extract value based expression calculate summarizer add average count min value result saved flow variable also defined element processor work like auto lazily calculate stream consume whole stream former default attribute change behaviour,3
110,MULE-7090,Make Mule rely on platform configured JCE provider instead of fixing on a predefined version,make mule rely platform provider instead fixing version several turn based flavour use particular default provider use provider implementation class default type default protocol type use several allow properly setup part platform configuration something use compliant provider old leverage made like driver currently use provider old support considered platform sensible get security landscape defined part configuration remove discovery use platform depending acceptance criterion possible use provider defined environment order support compliant rely registered provider use default type instead one disable several allow,5
111,MULE-7091,IllegalStateException when doing OAuth dance with InMemoryObjectStore,dance dance work fine memory error message invoke fetch access token message type string code exception stack owner thread write message thread connector mule default receiver main thread receiver main mule null invoke fetch access token message type string mule mule processor site mule root exception stack trace owner thread write message thread connector mule default receiver main thread receiver main mule mule mule set level logging verbose true everything,1
112,MULE-7097,Provide a way to specify valid cipher specs for SSL on transports that support the protocol,provide way specify valid cipher spec support protocol negotiate actual cryptographic used session session basis strict necessary remove older many possible setup list cipher spec secure setup happen server least application level default use whatever cipher spec defined default current provider note affect transport like,8
113,MULE-7098,Create automated test cases for xa transaction recovery,create test transaction recovery create test transaction recovery,13
114,MULE-7101,Add pool configuration elements for JMS and JDBC in bitronix ,add pool configuration must possible configure pool pool explicitly configuration,8
115,MULE-7103,"Add support for specifying as a system property, FIPS compliant security model",add support system property compliant security model add system property mule security model used may alter security setup mule default value default result actual behaviour value result fatal error mule successfully second value result module disabled module raise error cipher suite defined following list disabled note provider may support support error raised list,5
116,MULE-7108,Need to decouple Pipeline interface from MessageProcessorPath generation,need pipeline interface generation order able implement need fix issue,2
117,MULE-7109,Allow each until-successful processor to have its own threading profile,allow successful processor profile mule common work manager behaviour affected mule related successful also hard profile successful successful profile subset related mule,8
118,MULE-7113,Add selectors functionality on Watermark,add functionality watermark implement functionality watermark mule watermark,3
119,MULE-7119,MEL DateTime is not serializable,mel work watermark,1
120,MULE-7121,OAuth support throws raw exception when authorization code not found,support raw exception authorization code found exception type exception thrown authorization code found response often case user authorization exception raw type way catch take specific action new exception type purpose exception thrown,1
121,MULE-7123,MuleExceptions are not all Serializable,exception interface however contain non exception contract trying persist exception non implementation marked transient,1
122,MULE-7128,Need to support short lived queues,need support short lived far mule start stop mule context meaning queue remains active application model fit batch module job instance need discard job instance clear method added storage still memory never freed therefore interface need add following method void queue method currently queue storage meaning queue clear automatically additionally another common need dealing short lived ability easily create retrieve custom interface gain following method queue string name,2
123,MULE-7137,DefaultMessageProcessor chain needs to decouple from Pipeline,chain need pipeline handle whether service flow done testing instance pipeline batch module new type service pipeline either one way outbound used batch based instance service,3
124,MULE-7140,"Create domain concept in mule, basic resource sharing, and domain deployment feature",create domain concept mule basic resource domain deployment feature task add domain concept within mule code base behaviour domain deployment redeployment class loading domain class loader create resource based domain configuration file add logging functionality domain log file,13
125,MULE-7142,Create mule domain + domain applications project creation using maven artifact.,create mule domain domain project creation artifact kind extension mule also allow module project one project defined domain mule belong domain artifact create package domain deployment first create domain deploy,8
126,MULE-7145,Redeploy domain when domain config resource is updated,redeploy domain domain resource domain configuration file domain must redeploy domain redeploy must also include redeployment domain sequence acknowledge domain domain domain redeploy configuration redeploy domain,5
127,MULE-7156,QueueProducer should have a variable generic type,variable generic type class tied generic type allow,1
128,MULE-7157,Allow creating ConsumerIterator instances without selecting a Consumer,allow without consumer one constructor consumer dev choose right consumer besides generating unnecessary coupling streaming framework whichever component great developer able provide producer let system choose consumer implementation best fit,1
129,MULE-7162,Add support for HTTP connector sharing,add support connector allow connector domain configuration,5
130,MULE-7165,Request Body is not closed in the HttpMessageReceiver,request body closed made issue time time request accepted unexpectedly closed happen class found difference response handled implementation request body closed successfully sending response something new receiver added code new receiver issue unfortunately able reproduce issue side cannot create test case confirm fix code need add found line mule transport class request null request close,3
131,MULE-7185,Analyze proper solution to MULE-6432 (true asynchronous <all>,analyze proper solution mule true asynchronous decide proper approach truly asynchronous message processor,8
132,MULE-7196,Integrate the current Web Services Component to Mule,integrate current web component mule order run user testing need integrate current component mule,3
133,MULE-7191,DefaultMuleMessage should instantiate transient fields when deserealized,transient working new serialization mechanism mule require implement provide default constructor non standard side effect transient line example private transient map string new string null since new constructor added via transient since constructor used interface method null,1
134,MULE-7192,CollectionSplitter uses wrong type of List,wrong type list split type collection would way efficient since size collection known,1
135,MULE-7194,Improper handling of UnknownHostException in Outbound TCP,improper handling outbound problem cannot resolved bad provided mule connection system interpret case local host listening port result wrong place whereas connect due bad constructor mule transport host resolution object anyway mule transport socket key directly socket connect case step return null socket connect null,1
136,MULE-7197,Producer interface should not be tied to List<T>,producer interface tied list producer interface return type list produce method fine original intent keep growing need something generic method signature change simple produce replace list necessary,2
137,MULE-7198,Build fails due to error downloading dependencies of jBPM module.,build due error module build running clean install module fail tested folder local repository force build successful repository pom file module current,1
138,MULE-7202,Remove installer specific behaviour from SwitchVersion script,remove installer specific behaviour script remove installer code file mule blob mule x groovy,1
139,MULE-7203,Move ws-proxy from patterns/core into a new web services module,move proxy core new web module new web component use already used core module support web service proxy code web consumer need create module move web service proxy implementation make core depend still support web service proxy pattern deprecate web service proxy pattern suggesting use one use new module move handler core,1
140,MULE-7204,Race condition when compiling MEL expressions,race condition mel different thread executed concurrently order accommodate canonical copied execution problem canonical leading triggered sometimes,5
141,MULE-7205,Review maven configuration to avoid executing test that depend on external services,review configuration avoid test depend external clone mule clean install always work matter environment running,8
142,MULE-7206,Analyse the changes to have MULE_HOME and MULE_BASE,analyse need review cost impact making change mule studio starting way mule,8
143,MULE-7207,Create Scatter-Gather component for parallel multicasting,create scatter gather component parallel router currently mule good job message however since sequential good fit use implement scatter gather component mule scatter gather parallel,8
144,MULE-7210,Outbound endpoint fails to route when sending form-data to an endpoint that uses https protocol,outbound route sending form data protocol outbound sending request post issue happen mule reproduce run attached send post following token header example key hello value world result mule request without showing result code error client invalid code actual result mule sending request outbound sending following response client code route event via box token connector name start true connected true none name box token transaction factory null action indifferent false false message type code code error connector mule default receiver mule exception message route event via box connector name start true connected true none name box transaction factory null action indifferent false false message type code exception stack read timed net net null route event via box connector name start true connected true none name box transaction factory null action indifferent false false message type mule transport mule transport site mule transport root exception stack trace net read timed net native method net read net read set level logging verbose true everything code,8
