,issuekey,title,description,storypoint
21,DM-83,from __future__ import division breaks division of Extent*,import division division extent one import division division operator extent exception repeat tried master code import division import code exception raised removing first line,4
22,DM-85,Measurement - Aperture Corrections,measurement aperture current implementation aperture class broken replicated work model correct work aperture correct model image size propagate uncertainty aperture correction probably need aperture correction single information object would bosch j r breakdown rowen,47
23,DM-90,Publish Winter 2014 binaries,nan,3
24,DM-92,tests/testPsfDetermination.py has a broken test,broken test test operate usable formerly array size one value might raise unexpected exception raise desired exception depending whether value negative positive fix bug invalid size array unit test reliably broken viable wrong exception test blend rejection case ticket bad test,2
25,DM-94,Configure transition screens for DM agile workflow,configure transition agile whenever issue agile board ready review screen pop ask reviewer whenever state another screen ask new assignee,1
26,DM-95,Make lsst-build reuse buildIDs if nothing's changed,make build reuse nothing built tagged build without change new declared even nothing since previous build code scale well time newly built manifest build matching one found,1
27,DM-96,Write unit tests for lsst-build,write unit build unit need written build written together code due winter release fire drill,10
28,DM-98,clean up isr utility code,clean utility code code removed work,2
29,DM-148,Improve naming of getters in AmpInfoTable,improve naming get record potentially convention call get could change method add swig wrapper,1
30,DM-177,"Box2I(bbox.getMin(), bbox.getMax()) fails for an empty bbox",empty empty cannot round code import assert code surprising round tripping also trap unwary saving min logical way store table contain casting back forth code save instead extent thus path take problem time bomb could quite time somebody store empty box get correctly,1
31,DM-195,log4cxx-based logging prototype - v2 ,based logging prototype continuation initial work done branch u protolog include sent k meeting march free log object need particular key value need attached object might make sense call logging due threshold significant security breach use user provided use instead check overflow use boost format prototype used combination set static level set avoid switch return value need cast play hierarchical execute code level use shorter experiment special python handler intercept redirect based logging,15
32,DM-197,Replace PositionFunctor with some flavor of XYTransform,replace flavor special like unless need invertible sense merge likely transform image bosch ticket,1
33,DM-198,"Rework JOIN support, including Ref*Match tables",rework join support ref match table add support ref match table relevant code core supporting already written task related,16
34,DM-199,Develop new master-worker result system ,develop new master worker result system returned worker czar currently fairly inefficient related,20
35,DM-201,Qserv: unit testing (controller module) ,unit testing controller module design build toy prototype test framework testing controller module might require mock framework want able test isolation without testing everything around controller module time related,10
36,DM-202,Qserv: unit testing (query execution) ,unit testing query execution design build toy prototype test framework testing query execution module might require mock framework want able test isolation without testing everything around query execution module time related,8
37,DM-203,Prepare for setting up new cluster at IN2P3 for continuous integration/testing,prepare setting new cluster continuous integration testing hardware available setup environment could easily run integration testing different testing performance integrate add install script individual file configure prepare edit file copy somewhere configure,4
38,DM-207,Migrate Qserv czar code to the new logging system,migrate czar code new logging system switching new logging fine tuning printed error level covered,10
39,DM-208,catch exceptions from CSS,nan,1
40,DM-210,S15 Data ingest,data ingest rework used load data plain mostly pushing functionality like converting outside loading refer loading,10
41,DM-211,Revise design for Qserv front-end rearchitect ,revise design front end revisit architecture proxy client python capture new add,10
42,DM-212,Migrate away from using env variables in Qserv,migrate away currently many away extend possible,10
43,DM-213,Setup multi-node testbed,setup node useful test data set node cluster exercise double check missing anything,5
44,DM-214,W15 C++ geometry,c geometry port geometry related code used currently written python c switch c based version refer loading,47
45,DM-215,Implement C++ geometry primitives for Qserv,nan,10
46,DM-216,Switch Qserv to C++ geometry primitives,nan,10
47,DM-218,Experiment with no-subchunking based approach,nan,10
48,DM-219,Qserv worker scheduler – code cleanup,worker code cleanup worker code bit ugly actual class might pretty clean rest may harder understand small amount low hanging fruit code clean make sensible understandable may require new shuffling logic new different class since issue work done part new port organization may somewhat cleaner still worth take fresh look evaluate design see much,6
49,DM-221,Implement new (async) XrootD client,implement new client description meant sorry confusion also made mess sorry,30
50,DM-222,Reference Test Server using new XRootD,nan,5
51,DM-224,Switch to MariaDB,switch switch foundation based,3
52,DM-228,Setup dev test environment,setup dev test environment setup whole environment data set validate running simple suggest appropriate,8
53,DM-231,Refurbish existing configuration ,refurbish configuration refurbish configuration make work new build system,10
54,DM-240,meas_base plugins for CModel magnitudes,create single frame forced measurement model fitting implement style fit dev model separately fit linear combination ellipse fixed old style already fork used guide issue implementation potentially cleaning bit note implementation cannot transferred directly side slightly different two,6
55,DM-241,refactor forced tasks into two tasks,forced two looking bit think current forced photometry task separate measurement task allow forced measurement task share common base class u move free base class give u better name base command line task similar also similar short think clean ugliness make whole hierarchy easier understand,6
56,DM-242,switch from '.' to '_' in afw::table fields,switch table table unnecessarily lot like switch field ending need backwards compatible add version continue version present le value new field used round trip,3
57,DM-245,Implement HSC camera in new camera framework,implement camera new camera framework camera need put new camera geometry implement like generate repository camera butler require plan use policy file populate new geometry date information happily use,10
58,DM-246,Investigate compensation for Dcr,investigate compensation continuation image work negative effect difference need start working compensation effect work also touch class probable information scope designing class describe effect consideration class may use,60
59,DM-247,Design of Dcr Class,design class design process implementation class model effect design design review process,20
60,DM-248,Implementation of Dcr Class,implementation class core implementation class effect initial implementation realistically expect class evolve use matter thorough design process,20
61,DM-259,Test and migrate to swig 3.0,test migrate swig original message subject data swig c support date mon mar good data data tried release o x tried version discussion time follow r date sun mar announce swig mar swig announce swig latest swig release swig swig development tool c c header wrapper code make c c code accessible python ruby c go scheme guile chicken pike octave r common lisp allegro swig also export parse tree form lisp major swig include generation language extension rapid testing user interface development large c c availability release available net swig swig tar version also available net swig zip please report release swig list swig mail release swig summary major new release primarily c c support added please see documentation swig class support added taken full advantage c use class require work natural integration target language urge folk knowledgeable target step forward help effort support go support added python import relative python support director support added c net support minimum fully qualified bug following c go guile python octave r ruby various bug affecting note release backwards incompatible full detailed release file,2
62,DM-260,Board workflow modifications,board development board propose change ready merge review complete per k quote thought review complete would work done review necessary quote remove ready review instead developer drag issue review assign reviewer instate review master may introduce ready review,1
63,DM-271,Setup the new Buildbot CI system,setup new system setup environment setting set common o stack new continuous integration slave new based build distribution support definition done every git change master trigger build master build e mail sent data build nothing due internal e g transient system availability go owner allow user triggered via web page built common user get directory hooked understood locking may fully fleshed story possible user dev easily setup stack either successful build,100
64,DM-272,Move TCT-relevant  twiki documentation to Confluence,move relevant documentation confluence congregate relevant meeting history onto confluence,2
65,DM-273,Develop and then create the organizational structure for DM Confluence space,develop create organizational structure confluence space start confluence space active define overall organizational structure taxonomy,1
66,DM-274,Adding support for numpy scalar array types as arguments to SWIG wrapped methods,support scalar array swig wrapped building anaconda dev construction point fail standard exception code wrong number type function code know well think way release repeat dev code sh stack source bin setup setup anaconda echo import test python test code old stack similar test code sh source default setup echo import test python test code,3
67,DM-278,Improve handling errors occuring in AsyncQueryManager,improve handling based configuration file configuration invalid exception thrown gracefully handled upstream,1
68,DM-280,clean up multiple aperture photometry code,clean multiple aperture photometry code minor work side algorithm record new version consider algorithm field choose whether use elliptical could still register twice different default value eliminate lot code duplication could also consider inherit common base class instead inherit done test threshold switch naive exactly create flag failure mode aperture cannot measured go edge image test right point possible set flag measure area within aperture instead somewhat topic consider utility set none use unit,5
69,DM-289,More helpful location information for errors in duplicator/partitioner input,helpful location information duplicator partitioner input currently duplicator partitioner erroneous input error missing error message include back location error making hard annoying indeed fix erroneous input would quite reasonably like see line number error message unfortunately line number complicated following multiple may reading sub input file parallel sub read order length code reading input idea line working making information available would involve either error extra synchronization performance loss easily arrange code know file offset input text error include information,2
70,DM-290,Eliminate dependence of query analysis on parser and antlr,eliminate dependence query analysis parser would like write compile query analyzer code completely independently parser transitively seem work right currently possible might take day week sure finish anything half day include testing review feedback revision process perhaps unit testing make faster follow scope broken query parser due predicate depending parser,8
71,DM-291,Investigate new XrdSsi interface,nan,10
72,DM-295,xrootd initialization should abort if mysql connection fails,abort connection currently happily start even connect print message code invalid unable connect code easily plus fatal error aborted working propose also improve moment one call connection fine exist fail without telling user better connect without inform user exist transferred ticket,1
73,DM-296,fix namespaces in all Qserv core modules,fix core code review ticket dev sat pasted common big proponent usually save needing certainly save prefix every declaration point recommend header file extension h match rest code unless big backwards compatibility issue transferred ticket,5
74,DM-297,Qserv should check for loaded spatial UDFs,check loaded spatial way existence spatial loaded worker obviously worker must perform physical check however worker knowledge spatial even exist since master responsible spatial spec call moment preferred way would sort administrative command alternative would sanity check run worker worker master could devise query check dispatch although would get full coverage replica exist redundant host chunk transferred ticket,2
75,DM-298,restarting mysqld breaks qserv,unusable even restart completely idle error message error lost connection server query likely connection becomes invalid server guessing happen long period inactivity connection time transferred,1
76,DM-300,Centralize hardcoded constants,centralize need become constant e g column non obvious code multiple need value really need agree unfortunately well known place yet constant value different code need way reasonably obvious unfamiliar list column master indexing environment variable actually fairly simple implement right design worked transferred ticket,6
77,DM-309,Jira for Qserv,setup like new transferring epic story task division story setting scrum board learning,8
78,DM-312,Come up with a standard to handle C++ Exceptions in Qserv (and the rest of DM?),come standard handle c rest currently one class different error differentiate different type core define exception different error good standardize use approach,4
79,DM-313,cleanup includes in Qserv core modules,cleanup core need cleanup group standard boot local sort appropriate also unify forward,2
80,DM-318,CSS - surviving mysql and zookeeper glitches,surviving gracefully recover lost connection clear would survive right need tested code necessary,4
81,DM-319,Create a board (virtual or otherwise) with pictures and names of everyone in DM,create board virtual otherwise everyone tried list everyone work worked code nearly impossible public list current staff alumnus,1
82,DM-321,Re-think thread.cc and dispatcher.cc python interface,think thread dispatcher python interface mess thread dispatcher need thought designed interface smaller obvious,2
83,DM-322,Trim python importing by czar in app.py,trim python czar clean way master use relative import appropriate instead master package,2
84,DM-326,"Libraries being built in lib64 on OpenSUSE, when EUPS tables assume lib",built table assume report quote hi build stack standard namely system prefix hard wired prefix could change last line sh prefix prefix f fi prefix something along line sure whether syntax would work also could add manner sh prefix f fi following quote,1
85,DM-327,Take RAM into account when computing NCORES to use in installs,take ram account use switch manually override core machine little ram build j fix default build take ram account level build parallelism document contact,1
86,DM-330,Local lsst-build invocations should use a different build number prefix,local build use different build number prefix build stack b distribution server create local build use different conflict distributed,1
87,DM-331,S14 Enhancements in Qserv installation procedure,nan,15
88,DM-334,Cut Qserv release,cut release useful fully release latest set build week,2
89,DM-335,Migrate std::lists to std::vectors,migrate list vector default vector vector much efficient list revisit case case base blindly replace preferred solution name way intent e g might call container underneath use vector,8
90,DM-336,improve code that initializes shared_ptrs ,improve code boost new boost,4
91,DM-337,removed dead code in stringUtil.h,removed dead code h remove obsolete h,1
92,DM-339,Make it easy to build and release point releases,nan,4
93,DM-342,Establish github mirror of LSST repositories,nan,4
94,DM-343,Transition to Stash,nan,10
95,DM-345,Enable gravatars,enable could enable least agile confluence confluence display support,1
96,DM-354,Add cameraGeom overview to Doxygen documentation,add overview documentation package need overview page part main part documentation think add,2
97,DM-355,Install and tag multiple Qserv versions on the same distserver,install tag multiple done,1
98,DM-359,Simplify Co-add example in Software User Guide,simplify add example user guide current example user guide addition necessary perform production thorough really work cluster example simplified work smaller subset data single user definition done following documentation possible identify data need subset necessary local machine build necessary run add forced photometry access later,8
99,DM-365,Integration tests dataset should be packaged in eupspkg,integration integration package would allow manage easily table version given version would allow install related testing like partition data ingest code may arrive,3
100,DM-366,Refactor install/distribution procedures using lsst-sw,install distribution remark review dev ticket comment,5
101,DM-367,CSS performance optimizations (avoiding redundant checks),performance redundant facade think tweak implementation reduce redundant e g table also table reality need call rather came review review,8
102,DM-368,integrate qserv_admin backend into czar or separate admind,integrate czar separate client know czar python code ugly concept one entry point also ugly feel like client wrap stuff make rest call czar ideally proxy would use rest perhaps via spore least thought came review review,15
103,DM-369,Improve how CSS exceptions are handled,improve handled one class model adopted type separate exception better catch individual instead catch b type c type want able catch introduce new base class new version,6
104,DM-370,improved how default values for CSS are handled,default handled need improve handled desire warn set setting printing configuration used something human reasonable bother user unless default viable think strict machine input would like catch soon possible came review review,5
105,DM-372,fix testQueryAnalysis,fix fail,2
106,DM-373,Catch AttributeError problems in czar,catch czar wonder could catch czar simplify example change code core czar master b core czar master class self size self self x code return client cryptic error code error unexpected error type x object code information log,2
107,DM-375,"S14 Improve error handling in all parts of Qserv, report sensible errors to users",improve error handling report sensible need handle error gracefully matter error try automatically recover report reasonable error user try poke around trigger various random watch system error user fix expect need design better error handling framework achieve graceful error handling,60
108,DM-380,"loadLSST bug(s) for csh, ksh",bug flaw bin following code path bin cannot open file directory code indeed bin file run installation code shell bin code issue code source path path setup bin sh bin sh line default bin sh file directory bin sh line setup command found code hand sh script omit default string line normally completion note everything work fine bash tested awhile back,1
109,DM-384,Add Versioning to SourceTable in lsst::afw::table,add table add version table persist version number file table saved restore table table saved disk prior modification version number default table version version number change enable new version field naming measurement framework overhaul time current continue function work define persist depending version separate issue appear alterable member saved file used allow alter number,1
110,DM-386,Create Command/Event Sender,create command event sender simulate via sending message base write library send via method used commandable base method library used simulate sending initially later switched use write command line tool send enable disable release stop abort reset configure set executed used control definition done library method method call one message given topic command line tool send commandable entity topic unit,6
111,DM-387,Build Base DMCS communications library,build base library write library used commandable entity base library specific command handled entity handled base initially later switched use library include object blocking blocking non blocking received given another class call appropriate action abstract class following configure enable disable release stop abort reset abstract class following,6
112,DM-388,Build replicator,build boot connection single distributor connection network outage buffer base raw image cache tape archive success orchestration manager fully operational pool k note check eventually dependent configuration way tape library could still run network outage buffer raw image cache redundancy source operation job visit id exposure sequence number within visit raft id base replica information process image camera data system event telemetry event request cross talk corrected exposure raft client interface block available receipt corrected image verify integrity image hash send image telemetry distributor configuration time image written network outage buffer raw image cache data access client framework successful number written tagged mode job request raw image client interface block available receipt raw image verify integrity image hash send image distributor simultaneously write network outage buffer tape archive image transmission successful unsuccessful alert production note image calibration engineering may raw image data corrected image data job configuration provide note need detect amount time note something base event message monitor need pay attention number local pool notify investigate resolve issue sending keeping connected distributor fully operational pool local pool continue try connect distributor able connection local pool fully operational pool heartbeat indicate able register fully operational pool,10
113,DM-389,Build distributor,build distributor distributor boot network archive raw image cache tape archive tested successfully distributor connection associated operation receipt visit id exposure sequence number raft id associated distributor along network address archive receipt corrected image associated telemetry associated integrity hash raw image cache data access client framework necessary separate individual sized appropriate connected note connect request sized corrected image receipt raw image tape system tagged archive mode include heartbeat distributor connection,10
114,DM-405,Write Linux Standard Base - compliant init.d scripts,write standard base compliant rely order work multiple remark background process e end always send return code equal even start shell function solve inspired script,5
115,DM-413,Simulate computation and production of VOEvents for worker batch job,simulate computation production worker batch job simulate alert produce based,6
116,DM-417,finish adding aliases to afw::table::Schema,finish table schema issue partially ticket string substitution based alias mechanism table schema still sort w r table schema cannot table need able change table construction,6
117,DM-419,Use aliases in slots,nan,2
118,DM-420,Remove measurement code from meas_algorithms,nan,4
119,DM-421,add basic FunctorKeys,add basic add basic mechanism enough support,4
120,DM-422,Add FunctorKeys to replace compound field functionality,add replace compound field functionality add replace functionality current compound field result may involve moving,4
121,DM-423,Add FunctorKeys for common analysis tasks,add common analysis add simple common calculated ellipse radius ellipticity extraction,4
122,DM-424,Integrate FunctorKeys with SchemaMapper,nan,10
123,DM-425,Remove support for compound field types,nan,2
124,DM-428,add live DS9-based debugging to measurement framework,add live based measurement framework old measurement framework lot live based display ensure new one least many still work point consider different mechanism possibly scope issue,6
125,DM-429,Make NoiseReplacer outputs reproduceable,make reproduceable need way get back noise exposure particular source measurement measurement run without run noise replacement previous already code math random output state string think probably save string output require allow modify schema set field output,3
126,DM-430,Control log levels on a per-plugin basis,control log per basis able control log certain run one level rest run another allow particular verbose,4
127,DM-433,Add slot support for meas_base-style outputs,add slot support style slot mechanism currently compound save slot flux centroid shape since new measurement framework representation saved multiple scalar slot mechanism need handle new table type alternative slot get centroid flux shape use correct single value use correct persist slot correctly based table version,4
128,DM-435,add aperture-correction measurement code to the end of calibrate,add aperture correction measurement code end calibrate end want compute aperture send model featured added via also need run flux measurement need tied somewhat slow probably want limit rather run part calibrate measurement additional added implementation work well done issue browse many relevant cam commit cam compare u cam compare u,8
129,DM-436,apply aperture corrections in measurement tasks,apply aperture measurement need interpolate aperture correction position every source apply correction appropriate implementation work well done issue browse many relevant cam commit cam compare u cam compare u note side want apply aperture either within new new part change algorithm removed future along rest old measurement framework,7
130,DM-441,Setup of four new measurement algorithms for processCcd testing,setup four new measurement testing goal story take following make fully operational code yet used full operation first step process algorithm least one test confirm work unit simple actual confirmation full operability run real data compare algorithm code still require cleanup even story intentionally left goal ticket confirm algorithm complete measurement reasonable result major configuration least defined correctly confirmation identical subsequent ticket cleanup documentation code done subsequent ticket,4
131,DM-443,Approve/Acquire HipChat licenses,approve acquire original message subject getting date wed organization large synoptic survey telescope jeff al like start process acquire day left evaluation one right first total would month eventually grow account charge really considered project wide tool going cause unnecessary propose charge sign infinite kindness good simply bill credit card get necessary add use corporate one,1
132,DM-444,Write job ads for Tucson DM positions,nan,4
133,DM-445,Test four algorithms for compatibility with original meas_algorithms,test four compatibility original trial run small area sky single exposure first create source old measurement run test measurement task compare code ported correctly match,4
134,DM-446,Setup PeakLikelihoodFlux with new Algorithm Framework,setup new algorithm framework move framework,1
135,DM-447,Setup Flux algorithms for testing with processCcd,setup flux testing similar flux unit major sure something reasonable test least one exception flag,2
136,DM-448,Test Centroid algorithms against meas_algorithms,nan,2
137,DM-449,Test Flux algorithms agains meas_algorithms,test flux test compatibility,2
138,DM-454,reimplement shapelet PSF approximations,code want transfer currently old algorithm either need convert code use interface need add new code think latter better choice even delay result heavy algorithmic code already available matter simple driver class testing real learn reasonable,6
139,DM-460,Implement backup/restore for CSS,implement backup restore useful way dump restore entire content key value store dump part pretty much dump ascii file,4
140,DM-461,Add Classes of MeasurementError,add class measurement global whole exposure missing framework currently distinguish failure single measurement add new subclass thrown also add configuration option measurement framework determine done type error also add exception class associated handle indicate something gone wrong measurement image,4
141,DM-463,"PixelsFlags, SkyCoordAlgorithm, and Classification",classification done python classification also simple done python done c work left done ticket also since two python base set add exception handling base fail time,2
142,DM-464,"add and use ""suspect"" flag in slots and slot-like measurements",add use suspect flag slot like need fatal suspect handle different measurement previously included ticket split,4
143,DM-466,lsst-build updates based on feedback from 1st month of use,build based feedback month use change build interface rename prepare clone use current directory clone remove default complete use current default build tag prefix write manifest default use manifest option instead refuse change overwrite dirty use force override create separate version verb fetch need return ref read file within build directory rename binary versioner use git default fall back generating hash default see linked web page mock command line interface,6
144,DM-467,Understand galfast bugs,nan,2
145,DM-468,Alias measurement.plugins to measurement.algorithms,alias measurement measurement item old measurement task measurement measurement backward compatibility issue code class member fix alias new measurement task,1
146,DM-470,Rework exceptions in css (python side),rework python side rework split key value related possibly moving rest table client came review see bit place,1
147,DM-471,Create LSSTsim processing example for SW User Guide,create example user guide create worked example user guide raw data example include band raw data repository data repository raw measurement output possible work initially limited set data raft start rather raw example due course,10
148,DM-472,Create an iPython Notebook visualization of the LSST Demo Data,create notebook visualization data develop notebook illustrate used basic tutorial stack additional visualization include source possibly also one,4
149,DM-473,Prioritize and define the backlog for Summer 2014,define backlog summer meeting finish backlog summer cycle definition done major defined summer rank ordered priority leadership teem agreement backlog execute accordingly,2
150,DM-474,Document how to create an astrometry_net_data repository,document create repository document create index arbitrary astronomical well create repository data support stack must possible limit area sky coverage index appropriate user process,6
151,DM-488,Make JIRA notification e-mail more useful,make notification e mail useful data management could double check got e mail issue made like notified k lim recall determine would irrevocably get bosch ah actually fact reviewer buried notice must reviewer thanks one two useful data work useless sure useless important part far notified review responsibility go maybe volume bosch yeah though volume bad think maybe brain get used new format k lim case mostly paying attention feed although mailbox backup one made good bug tracker right amount information source code pretty good tuned always used awful bet fiddle make mail useful mean filtering making sure self long,1
152,DM-495,Build Base DMCS Archiver Command Receiver,build base command receiver base following move mode idle state configure set use executed control verify format accept command change disable mode disable command received install configuration return success failure illegal configuration cannot properly command error failure reason sent prerequisite configure command sufficient distributor available note configure remains disabled enable subscribe event disable event note terminate already release event go state abort received configure command component go error state configuration received time system error state nothing already progress reset event go idle state configuration,6
153,DM-502,Build Base DMCS Catch-Up Archiver Command Receiver,build base catch command receiver base catch catch following move mode idle state configure set use executed control verify format accept command change disable mode disable command received install configuration return success failure illegal configuration cannot properly command error failure reason sent prerequisite configure command sufficient catch distributor available note configure remains disabled enable catch scan handled orchestration manager schedule image archive disable stop scanning tell orchestration manager stop new image archive release event go state abort received configure command component go error state configuration received time system error state nothing already progress reset event go idle state configuration,6
154,DM-503,Build Base DMCS EFD Replicator Command Receiver,build base command receiver base following move mode idle state configure set use executed control verify format accept command change disable mode disable command received install configuration return success failure illegal configuration cannot properly command error failure reason sent prerequisite configure command communication u replica possible note configure remains disabled enable base enable u replica slave replica disable base disable slave operation u replica release event go state abort received configure command component go error state configuration received time system error state nothing already progress reset event go idle state configuration,6
155,DM-504,Build Base DMCS Alert Production Cluster Command Receiver,build base alert production cluster command receiver base alert production cluster alert production cluster following move mode idle state configure set use executed control verify format accept command change disable mode disable command received install configuration return success failure illegal configuration cannot properly command error failure reason sent prerequisite configure command sufficient available note configure alter production cluster remains disabled enable base subscribe topic normal science mode another event may calibration engineering mode disable base topic terminate worker already particular current visit exposure normally complete release event go state abort received configure command component go error state configuration received time system error state nothing already progress reset event go idle state configuration,6
156,DM-505,improve initialization of kvMap in testQueryAnalysis,improve build build time embed executable brought,1
157,DM-506,improve generating kvMap in testFacade.cc,improve generating generating file pasting string inside test program brought,1
158,DM-508,shorten internal names in zookeeper,shorten internal rename partitioning rename,2
159,DM-509,"rename ""dbGroup"" to ""storageClass"" in CSS metadata",rename meant used indicate design week decided rename original plan remove together,1
160,DM-510,Tweak metadata structure for driving table and secondary index,tweak structure driving table secondary index seem confusion driving table secondary index moment structure code table partitioning table partitioning table partitioning table partitioning table partitioning code think call specific perhaps level would allow one one secondary index per maybe instead level partitioning parameter note two might use different name secondary index driving table yet might joinable new group something like partitioning addition consider really need get rid one rename,2
161,DM-511,rework ubuntu.patch,nan,1
162,DM-512,Generalizing data chunking (n-level chunking rather than stripes/subStripes),data n level rather cleaner use e g instead throughout code might also true partitioner like entirely obvious came review see,3
163,DM-513,fix threading issues in CSS watcher,fix watcher fix watcher brought serge thread per scale thread leak another design problem thread like holding instance hood remember consideration thread safety code note one safe use connection simultaneously multiple seem recall connection inside practice even python may save since c code e client library may well release,8
164,DM-514,"Switch to the ""czar"" name consistently",switch czar name consistently change master czar czar module rename rename,4
165,DM-516,Fix race condition when creating db (and elsewhere?) in client/qserv_admin_impl.py,fix race condition elsewhere client came review see problem various another exception cleanup end partially plan handling perhaps another argument trying batch single key worry go away least particular case seem racy consider try create suppose check first false b come along check false let suppose b successfully key without interrupted back create exception raised immediately since point dutifully try clean avoid leaving around partially b end result successfully explicit drop exist also race table native recursive delete perfectly possible issue drop someone else issuing table create recursive delete might descend table directory create child recursive delete get incomplete list remove finally fail remove table directory table create since added illegal remove non empty directory stage drop report success even though recursive delete behavior kazoo table create report success still exist table may partially present,10
166,DM-517,qserv_admin needs to deal with uncommon names/characters,need deal uncommon bin need deal strange e g semi minimum catch forbid,3
167,DM-518,Rework exceptions in qserv client,rework client bunch think unnecessary translation handle printing get rid error code bin came,1
168,DM-519,rethink configuration for client,rethink configuration client client going use library please use need string interpolation anyway sure file format right one use use parameter make much sense notice code away section reading parameter found wishing client syntax various rather le undocumented parameter came,3
169,DM-520,Remove old partitioner/ loader and duplicator,remove old partitioner loader duplicator towards new partitioner duplicator delete old partitioner duplicator client,1
170,DM-521,Confusing error message (non-existing column referenced),error message non column query non column non partitioned table message read chunk repeat run something like code select whatever code similar error try reference non table try something like code select code,5
171,DM-522,gracefully handle misconfigured scons,gracefully handle try run latest master code reading object attribute file home line state file home state line file home state line file home state line install file home state line o path split file line p code check set print appropriate error ideally suggest fix,1
172,DM-527,make Image construction robust against integer overflow,make image construction robust integer overflow fixed bug side integer overflow multiplication width height image construction fix,1
173,DM-530,Table column names in new parser,table column new parser running sh loaded data many test fail reason column query different example query returned code select field run g field run field run g code query code select field run g field run g code already yesterday meeting today want collect know far return later result new parser define query proceeding pipeline observation different may assign different result may even assign standard respect point trying follow one particular implementation additionally conflicting column complex difference column dump complete table header could fixed easily could ignore table dumping data interesting issue may use better compatibility result column naming particular standard python interface one use column retrieve result arbitrary may confuse kind issue much kind going provide wire level protocol going main would allow talk directly probably think compatibility decide provide may issue still need fix current test setup based probably discus question dev meeting,5
174,DM-531,Qserv returns error table instead of error code,error table instead error code running loaded data result look like related way query result column different query different different way example query result produced code select field run like field like run code message null dispatch query query added q dev query written read query erased query code bill happening query error instead error condition error code plus text proxy diagnostic result table could useful diagnose issue feature potentially useful may also like aware feature regular client may actually harder intercept one would need analyze returned table understand error condition may also ambiguous sense legitimate query could produce result column like issue tied question kind want provide wire level protocol going main probably try compatible going hide everything behind may freedom kind result error condition,4
